customer,acct_id,acct_nm,OU Mapping,Customer Usage Category,tenure_segment,Low Consumption Customer,cust_crr_classification,Data Date,customer_dc_aov,cust_data_cloud_crr,Account Count,Count,Acct_ID_18
BANYAN TREE HOLDINGS LIMITED,0013000000E1rjU,BANYAN TREE HOTELS & RESORTS PTE. LTD.,,Activate Anywhere,9-12 Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000E1rjUAAR
"BAPTIST HEALTH SOUTH FLORIDA, INC.",0010M00001Xy64I,Baptist Health South Florida,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001Xy64IQAR
"BAPTIST HEALTH SOUTH FLORIDA, INC.",0010M00001Xy64I,Baptist Health South Florida,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001Xy64IQAR
"BAPTIST HEALTH SOUTH FLORIDA, INC.",0010M00001Xy64I,Baptist Health South Florida,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001Xy64IQAR
"BAPTIST HEALTH SOUTH FLORIDA, INC.",0010M00001Xy64I,Baptist Health South Florida,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001Xy64IQAR
"BAPTIST HEALTH SYSTEM, INC.",0013000000rmrzz,Baptist Health Jacksonville,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000rmrzzAAA
BARBARA PFEIFER PRIVATSTIFTUNG,0013y00001d1z2C,Pfeifer Holding GmbH,,Unified/Harmonized,3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001d1z2CAAQ
BARBEQUES GALORE PTY LIMITED,0013000000IUPBb,Barbeques Galore Pty Limited,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000IUPBbAAP
BARBEQUES GALORE PTY LIMITED,0013000000IUPBb,Barbeques Galore Pty Limited,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000IUPBbAAP
BARBEQUES GALORE PTY LIMITED,0013000000IUPBb,Barbeques Galore Pty Limited,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000IUPBbAAP
"BARCELO CORPORACION EMPRESARIAL, SA",0010M00001WA7Lz,"Avoris Retail Division, S.L.U.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001WA7LzQAL
"BARCELO CORPORACION EMPRESARIAL, SA",0010M00001WA7Lz,"Avoris Retail Division, S.L.U.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001WA7LzQAL
"BARCELO CORPORACION EMPRESARIAL, SA",0013y00001Y0bF7,"BARCELO GESTION HOTELERA, S.L",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001Y0bF7AAJ
"BARCELO CORPORACION EMPRESARIAL, SA",0013y00001Y0bF7,"BARCELO GESTION HOTELERA, S.L",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001Y0bF7AAJ
BARCELONA EVENTS MUSICALS SLU,001ed00000i1fMM,Barcelona Events Musicals SLU,,Activate Anywhere,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000i1fMMAAY
BARCELONA EVENTS MUSICALS SLU,001ed00000i1fMM,Barcelona Events Musicals SLU,,Activate Anywhere,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000i1fMMAAY
BARCO,0013y00001cEKap,Barco NV,,Connected (including zero copy),6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cEKapAAG
BARESTO,001ed00000C8i9p,Baresto,,No Production Usage,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000C8i9pAAB
BARNCANCERFONDEN,0010M00001NYTDx,Barncancerfonden,,Connected (including zero copy),12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001NYTDxQAP
BARRETT CORPORATION,0013000000CGwur,Xplore Inc,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000CGwurAAD
BARRY CALLEBAUT SERVICES NV,00130000008eaIg,Barry Callebaut Services NV,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000008eaIgAAI
BARRY CALLEBAUT SERVICES NV,00130000008eaIg,Barry Callebaut Services NV,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000008eaIgAAI
BASF SE,0010M00001Y5R0d,BASF SE,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Y5R0dQAF
BASF SE,0010M00001Y5R0d,BASF SE,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Y5R0dQAF
BASF SE,0010M00001Y5R0d,BASF SE,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Y5R0dQAF
BASF SE,0010M00001Y5R0d,BASF SE,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Y5R0dQAF
BASIC-FIT N.V.,00130000016iJvq,Basic Fit International B.V.,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016iJvqAAE
BASIC-FIT N.V.,00130000016iJvq,Basic Fit International B.V.,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016iJvqAAE
BASILICUM B.V.,0013000000ZigcD,The Sting Companies B.V.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000ZigcDAAR
BASILICUM B.V.,0013000000ZigcD,The Sting Companies B.V.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000ZigcDAAR
BATIGERE,0013y00001c8PxI,Evel et Quadral SAS,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001c8PxIAAU
BAUMANN FEDERN AG,0013000000RWvBy,BAUMANN Federn AG,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000RWvByAAL
BAUNEGÅRD APS,0013y00001e63EY,Boligportal.dk 2nd org,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001e63EYAAY
BAUNEGÅRD APS,0013y00001e63EY,Boligportal.dk 2nd org,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001e63EYAAY
BAUNEGÅRD APS,00130000016gNAZ,Ofir A/S,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,00130000016gNAZAA2
BAXTER CREDIT UNION,0010M00001Qlnej,BCU,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QlnejQAB
BAXTER INTERNATIONAL INC.,0010M00001QjwfE,Baxter Healthcare Corporation**,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QjwfEQAR
BAXTER INTERNATIONAL INC.,0010M00001QjwfE,Baxter Healthcare Corporation**,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QjwfEQAR
BAXTER INTERNATIONAL INC.,0010M00001QjwfE,Baxter Healthcare Corporation**,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QjwfEQAR
BAYBRIDGEDIGITAL,0010M00001Sn3mr,BayBridgeDigital,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001Sn3mrQAB
BAYER AKTIENGESELLSCHAFT,001ed00000CCawr,Bayer AG,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000CCawrAAD
BAYER AKTIENGESELLSCHAFT,001ed00000CCawr,Bayer AG,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000CCawrAAD
BAYER AKTIENGESELLSCHAFT,0013y00001cCYC5,Bayer AG,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cCYC5AAO
BAYER AKTIENGESELLSCHAFT,0013y00001cCYC5,Bayer AG,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cCYC5AAO
BAYER AKTIENGESELLSCHAFT,0013y00001cCZ7z,Bayer AG - MIIDAS,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cCZ7zAAG
BAYERISCHE MOTOREN WERKE AKTIENGESELLSCHAFT,0013000001L61UB,BMW SELA - JAWA_MOVE,,Segment/Predict,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001L61UBAAZ
BB HOLDING INVESTMENT,0013y00001gjS6q,Duferco Energia SPA,,Segment/Predict,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001gjS6qAAE
BBQSAM HOLDINGS PTY LIMITED,0013000001FKz8L,Amart Furniture Pty Ltd,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001FKz8LAAT
BBQSAM HOLDINGS PTY LIMITED,0013000001FKz8L,Amart Furniture Pty Ltd,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001FKz8LAAT
BCE INC,001ed0000032paz,Bell Canada COCD 1000,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed0000032pazAAA
BCE INC,001ed0000032paz,Bell Canada COCD 1000,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed0000032pazAAA
BCE INC,0013y00001cFrEd,Bell Canada COCD 1000,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cFrEdAAK
BCE INC,0013y00001cFrEd,Bell Canada COCD 1000,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cFrEdAAK
"BCJ 31, K.K.",001ed00000Ca47q,ADK Marketing Solutions Inc,,No Production Usage,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000Ca47qAAB
BDL CAPITAL MANAGEMENT,0013000001LVfbS,BDL Capital Management,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001LVfbSAAT
BDO AG WIRTSCHAFTSPRÜFUNGSGESELLSCHAFT,00130000003BDso,BDO AG Wirtschaftsprüfungsgesellschaft,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000003BDsoAAG
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001QmqoG,BEC Financial Technologies a.m.b.a. (Fynske Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QmqoGQAR
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001QmqoG,BEC Financial Technologies a.m.b.a. (Fynske Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QmqoGQAR
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001QmqoG,BEC Financial Technologies a.m.b.a. (Fynske Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QmqoGQAR
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaSns,BEC Financial Technologies a.m.b.a. (Frørup Andelskasse),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaSnsQAF
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaSns,BEC Financial Technologies a.m.b.a. (Frørup Andelskasse),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaSnsQAF
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaSns,BEC Financial Technologies a.m.b.a. (Frørup Andelskasse),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaSnsQAF
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaXgy,BEC Financial Technologies a.m.b.a. (Møns Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaXgyQAF
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaXgy,BEC Financial Technologies a.m.b.a. (Møns Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaXgyQAF
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaXgy,BEC Financial Technologies a.m.b.a. (Møns Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaXgyQAF
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaXh8,BEC Financial Technologies a.m.b.a. (Frøslev-Mollerup),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaXh8QAF
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaXh8,BEC Financial Technologies a.m.b.a. (Frøslev-Mollerup),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaXh8QAF
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaXh8,BEC Financial Technologies a.m.b.a. (Frøslev-Mollerup),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaXh8QAF
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaXhD,BEC Financial Technologies a.m.b.a. (Faster Andelskasse),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaXhDQAV
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaXhD,BEC Financial Technologies a.m.b.a. (Faster Andelskasse),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaXhDQAV
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WaXhD,BEC Financial Technologies a.m.b.a. (Faster Andelskasse),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaXhDQAV
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WknhI,BEC Financial Technologies a.m.b.a. (Danske Andelskassers Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WknhIQAR
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WknhI,BEC Financial Technologies a.m.b.a. (Danske Andelskassers Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WknhIQAR
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001WknhI,BEC Financial Technologies a.m.b.a. (Danske Andelskassers Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WknhIQAR
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001Wknpv,BEC Financial Technologies a.m.b.a. (Merkur Andelskasse),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WknpvQAB
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001Wknpv,BEC Financial Technologies a.m.b.a. (Merkur Andelskasse),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WknpvQAB
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001Wknpv,BEC Financial Technologies a.m.b.a. (Merkur Andelskasse),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WknpvQAB
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001Wknq5,BEC Financial Technologies a.m.b.a. (Lægernes Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Wknq5QAB
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001Wknq5,BEC Financial Technologies a.m.b.a. (Lægernes Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Wknq5QAB
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0010M00001Wknq5,BEC Financial Technologies a.m.b.a. (Lægernes Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Wknq5QAB
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0013y00001bdm7V,BEC Financial Technologies a.m.b.a (COOP Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001bdm7VAAQ
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0013y00001bdm7V,BEC Financial Technologies a.m.b.a (COOP Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001bdm7VAAQ
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,0013y00001bdm7V,BEC Financial Technologies a.m.b.a (COOP Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001bdm7VAAQ
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,00130000002xD7C,BEC Financial Technologies a.m.b.a. (Vestjysk Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xD7CAAU
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,00130000002xD7C,BEC Financial Technologies a.m.b.a. (Vestjysk Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xD7CAAU
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,00130000002xD7C,BEC Financial Technologies a.m.b.a. (Vestjysk Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xD7CAAU
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,00130000002xD9g,BEC Financial Technologies a.m.b.a. (Spar Nord Bank),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xD9gAAE
BEC FINANCIAL TECHNOLOGIES A.M.B.A.,00130000002xDFH,BEC Financial Technologies a.m.b.a. (AL),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xDFHAA2
"BECTON, DICKINSON AND COMPANY",001ed00000UoSpU,BD Liberator,,Connected (including zero copy),12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,001ed00000UoSpUAAV
"BECTON, DICKINSON AND COMPANY",001ed00000UoSpU,BD Liberator,,Connected (including zero copy),12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,001ed00000UoSpUAAV
"BECTON, DICKINSON AND COMPANY",001ed00000UoSpU,BD Liberator,,Connected (including zero copy),12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,001ed00000UoSpUAAV
BEEDIE CAPITAL PARTNERS INC,0013000001IfMm5,Think Research Corporation,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001IfMm5AAF
BEEP SERVICOS MEDICOS LTDA,0010M00001XyFNO,BEEP SERVICOS MEDICOS LTDA,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001XyFNOQA3
BEFLY TRAVEL PARTICIPACOES S/A,0013y00001cb8Qu,THE IFRIEND INTERMEDIACAO,,Activate Anywhere,6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001cb8QuAAI
BEGRAND | RFC: BEG1403112L2,0010M00001SIb8q,BEGRAND | RFC: BEG1403112L2,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001SIb8qQAD
"BEIGENE, LTD.",001ed00000oWKlC,"BeOne Medicines USA, Inc.",,Unified/Harmonized,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000oWKlCAAW
BELFIUS BANQUE,0013000001CBPn9,SA Belfius Insurance,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001CBPn9AAH
BELL & MCCOY INTEGRATED SOLUTIONS,0013000000M2TDw,Bell & McCoy Integrated Solutions,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000M2TDwAAN
BELLA INTERNATIONAL GROUP,0013000001J7YNW,Bella International Group,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001J7YNWAA3
BELLA INTERNATIONAL GROUP,0013000001J7YNW,Bella International Group,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001J7YNWAA3
"BELLUNA CO., LTD.",0013000000LiORN,"Belluna Co., Ltd.",,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0013000000LiORNAA3
"BELLUNA CO., LTD.",0013000000LiORN,"Belluna Co., Ltd.",,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0013000000LiORNAA3
"BELMONT INSTRUMENT, LLC",0013000000rqxR4,Belmont Medical Technologies,,Unified/Harmonized,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000rqxR4AAI
"BELTA CO., LTD.",0013y00001c6plq,"BELTA CO.,LTD",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001c6plqAAA
"BELTA CO., LTD.",0013y00001c6plq,"BELTA CO.,LTD",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001c6plqAAA
"BEN BRIDGE - JEWELER, INC.",00130000002xe5p,Ben Bridge Jeweler Inc.,,Activate Anywhere,3-6 Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00130000002xe5pAAA
"BEN BRIDGE - JEWELER, INC.",00130000002xe5p,Ben Bridge Jeweler Inc.,,Activate Anywhere,3-6 Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00130000002xe5pAAA
"BEN BRIDGE - JEWELER, INC.",00130000002xe5p,Ben Bridge Jeweler Inc.,,Activate Anywhere,3-6 Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00130000002xe5pAAA
BENDIGO AND ADELAIDE BANK LIMITED,001ed00000Ffe7N,Bendigo and Adelaide Bank Ltd.,,No Production Usage,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000Ffe7NAAR
BENDIGO AND ADELAIDE BANK LIMITED,001ed00000Ffe7N,Bendigo and Adelaide Bank Ltd.,,No Production Usage,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000Ffe7NAAR
"BENGO4.COM, INC.",0013y00001chJS7,"Bengo4.com,Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001chJS7AAM
"BENSUSSEN DEUTSCH & ASSOCIATES, LLC",00100000000nozv,"Bensussen Deutsch & Associates, Inc.",,Unified/Harmonized,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00100000000nozvAAA
BEREN THERAPEUTICS,0013y00001folMn,"Beren Therapeutics, P.B.C.",,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001folMnAAI
"BERGE Y COMPAÑIA, SA",0013000001GUX6r,Astara Mobility S.A.,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001GUX6rAAH
BERGER SCHUHE & SPORT AG,0010M00001SIrNL,Berger Schuhe & Sport AG,,Activate Anywhere,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001SIrNLQA1
BERGER SCHUHE & SPORT AG,0010M00001SIrNL,Berger Schuhe & Sport AG,,Activate Anywhere,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001SIrNLQA1
BERKADIA COMMERCIAL MORTGAGE LLC,0013000000M1drc,Berkadia Commercial Mortgage LLC,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000M1drcAAB
"BERKLEE COLLEGE OF MUSIC, INC.",00130000002xXVW,Berklee College of Music,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xXVWAA2
BERKSHIRE HATHAWAY INC.,0010M00001MtNon,NetJets Services (2nd Org),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001MtNonQAF
BERKSHIRE HATHAWAY INC.,0010M00001MtNon,NetJets Services (2nd Org),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001MtNonQAF
BERKSHIRE HATHAWAY INC.,00130000002xYnz,"Helzberg's Diamond Shops, LLC",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00130000002xYnzAAE
BERKSHIRE ICE CMRCL,0010M00001SJ3KS,biBerk Insurance Services Inc.,,Activate Anywhere,12+ Months,Low Consumption,Consuming Well,2-Jan,,,1,1,0010M00001SJ3KSQA1
BERLIN PACKAGING L.L.C.,0010M00001P0EVX,Berlin Packaging (Main Account),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001P0EVXQA3
BERLIN PACKAGING L.L.C.,0013y00001buJZr,Berlin Packaging (Main Account) (2nd Org),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001buJZrAAM
BERRY APPLEMAN & LEIDEN LLP,001ed00000qc4Pe,Berry Appleman & Leiden LLP- New Org,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000qc4PeAAI
BERRY APPLEMAN & LEIDEN LLP,0013000001L5zt1,Berry Appleman & Leiden LLP,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001L5zt1AAB
BERTELSMANN STIFTUNG,0013000000M0YOA,DPV Deutscher Pressevertrieb GmbH,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000M0YOAAA3
BERTELSMANN STIFTUNG,0013000001FbNWD,RTL Nederland B.V.,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000001FbNWDAA3
BERTELSMANN STIFTUNG,0013000001FbNWD,RTL Nederland B.V.,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000001FbNWDAA3
BERTELSMANN STIFTUNG,00130000007LAS3,EXTEDO GmbH,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00130000007LAS3AAO
BERTELSMANN STIFTUNG,00130000016geyl,Relias,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00130000016geylAAA
BERTELSMANN STIFTUNG,001000000006rVy,ScholarOne,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,001000000006rVyAAI
BETA ANALYTIC,0013000000ILfHY,Beta Analytic,,Activate Anywhere,6-9 Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000ILfHYAA1
BETA ANALYTIC,0013000000ILfHY,Beta Analytic,,Activate Anywhere,6-9 Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000ILfHYAA1
