customer,acct_id,acct_nm,OU Mapping,Customer Usage Category,tenure_segment,Low Consumption Customer,cust_crr_classification,Data Date,customer_dc_aov,cust_data_cloud_crr,Account Count,Count,Acct_ID_18
TRIMBLE INC.,0013000001CApWB,Trimble Inc (Enterprise),,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001CApWBAA1
TRIMBLE INC.,0013000001CApWB,Trimble Inc (Enterprise),,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001CApWBAA1
TRIMBLE INC.,0013000001CApWB,Trimble Inc (Enterprise),,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001CApWBAA1
TRIMBLE INC.,0013000001CApWB,Trimble Inc (Enterprise),,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001CApWBAA1
"TRINET GROUP, INC.",00100000001pHFs,"TriNet USA, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,00100000001pHFsAAM
"TRINET GROUP, INC.",00100000001pHFs,"TriNet USA, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,00100000001pHFsAAM
"TRINET GROUP, INC.",00100000001pHFs,"TriNet USA, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,00100000001pHFsAAM
TRINITY INTERNATIONAL UNIVERSITY,0013000000rpZHd,Trinity Law School,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000rpZHdAAM
"TRIUMFIELD HOLDINGS CO., LTD.",00130000016g0UB,"SBT CO., LTD.",,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016g0UBAAY
TRIUMPH INTERNATIONAL VERTRIEBSGESELLSCHAFT AG,0013000000I5xhV,Triumph Intertrade AG,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000I5xhVAAR
TRIUMPH INTERNATIONAL VERTRIEBSGESELLSCHAFT AG,0013000000I5xhV,Triumph Intertrade AG,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000I5xhVAAR
TRIUMPH INTERNATIONAL VERTRIEBSGESELLSCHAFT AG,0013000000I5xhV,Triumph Intertrade AG,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000I5xhVAAR
TRIUMPH INTERNATIONAL VERTRIEBSGESELLSCHAFT AG,0013000000I5xhV,Triumph Intertrade AG,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000I5xhVAAR
TRIUMPH INTERNATIONAL VERTRIEBSGESELLSCHAFT AG,0013000000I5xhV,Triumph Intertrade AG,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000I5xhVAAR
TRIUMPH RSM MANAGEMENT LIMITED,0010M00001V4Bs9,Triumph RSM Management Ltd. (Triumph Inc),,No Production Usage,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001V4Bs9QAF
TRIWEST HEALTHCARE ALLIANCE CORP.,0013y00001eX4VZ,Triwest,,N/A,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001eX4VZAA0
TROGROUP GMBH,0013000000hKLBo,Trotec Laser GmbH,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000hKLBoAAO
TROGROUP GMBH,0013000000hKLBo,Trotec Laser GmbH,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000hKLBoAAO
TROLLEY,0013000001JzO9b,Trolley,,Unified/Harmonized,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001JzO9bAAF
TROSSAMFUNDET SVENSKA KYRKAN,0013000001GUWPS,Svenska kyrkan (Swedish Church),,No Production Usage,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0013000001GUWPSAA5
TROSSAMFUNDET SVENSKA KYRKAN,0013000001GUWPS,Svenska kyrkan (Swedish Church),,No Production Usage,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0013000001GUWPSAA5
"TRUBRIDGE, INC.",00130000008jBUc,"Computer Programs and Systems, Inc. (CPSI)",,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000008jBUcAAM
TRUE ALLIANCE PTY LIMITED,0013000000JjUnR,True Alliance Corporate Services Pty Limited,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000JjUnRAAV
"TRUEBLUE, INC.",00100000001CwQk,"Trueblue, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001CwQkAAK
"TRUEBLUE, INC.",00100000001CwQk,"Trueblue, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001CwQkAAK
TRUEHOLD PROPERTY SOLUTIONS,0013y00001cSeja,Truehold,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cSejaAAC
TRUENORTH CORPORATION,0013y00001dKu9o,Truenorth Corporation,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001dKu9oAAC
"TRUMAN MEDICAL CENTER, INCORPORATED",0010M00001QaRWT,"Truman Medical Center, Incorporated d/b/a University Health",,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QaRWTQA3
"TRUMAN MEDICAL CENTER, INCORPORATED",0010M00001QaRWT,"Truman Medical Center, Incorporated d/b/a University Health",,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QaRWTQA3
TRUSTEES OF BOSTON UNIVERSITY,0013y00001eX4NB,Trustees of Boston University on behalf of WBUR,,Segment/Predict,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001eX4NBAA0
TRUSTEES OF INDIANA UNIVERSITY,0013000000royjl,"Kelley School of Business, Indiana University",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000royjlAAA
TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP,0010M00001QlHll,Trustees of the Estate of Bernice Pauahi Bishop dba Kamehameha Schools (Kaiāulu),,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QlHllQAF
TRUSTPILOT A/S,0013000000Zkf5p,Trustpilot A/S,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000Zkf5pAAB
TRYT INC.,0013000001HhLkL,TRYT Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001HhLkLAAV
TS UNTERNEHMENS- UND BETEILIGUNGS GMBH,0013000000hKqnx,THOMAS SABO GmbH & Co. KG,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000hKqnxAAC
TSA OUTDOORS,0013y00001f61ws,TSA Outdoors,,Activate Anywhere,6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001f61wsAAA
TSHIRT SERVICES PTY LTD,0010M00001WJN3e,Tshirt Services Pty Ltd,,No Production Usage,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0010M00001WJN3eQAH
TSHIRT SERVICES PTY LTD,0010M00001WJN3e,Tshirt Services Pty Ltd,,No Production Usage,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0010M00001WJN3eQAH
"TSUCHIYAKOGYO CO.,LTD.",0010M00001QkVJa,"TSUCHIYAKOGYO CO.,LTD.",,Activate Anywhere,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001QkVJaQAN
"TSUZUKI DENKI CO., LTD.",0010M00001SnDhi,ComDesign Inc.【main】,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001SnDhiQAF
"TUBACEX, SA",00130000002xIzk,"TUBACEX, S.A.",,Connected (including zero copy),9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000002xIzkAAE
TUBE INVESTMENTS OF INDIA LIMITED,001ed00000NQOj0,TIVOLT ELECTRIC VEHICLES PRIVATE LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000NQOj0AAH
TUBE INVESTMENTS OF INDIA LIMITED,001ed00000NQOj0,TIVOLT ELECTRIC VEHICLES PRIVATE LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000NQOj0AAH
TUBE INVESTMENTS OF INDIA LIMITED,0013y00001cbDjd,TI CLEAN MOBILITY PRIVATE LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cbDjdAAE
TUBE INVESTMENTS OF INDIA LIMITED,0013y00001cbDjd,TI CLEAN MOBILITY PRIVATE LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cbDjdAAE
TUBE INVESTMENTS OF INDIA LIMITED,0013y00001g5NMH,IPLTECH ELECTRIC PRIVATE LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001g5NMHAA2
TUBE INVESTMENTS OF INDIA LIMITED,0013y00001g5NMH,IPLTECH ELECTRIC PRIVATE LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001g5NMHAA2
"TUFF SHED, INC.",0013000000EzEjS,"Tuff Shed, Inc.",,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000EzEjSAAV
TULLOW OIL,001ed000004OqKw,Telefonika Ghana Limited,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed000004OqKwAAK
TURKIYE IS BANKASI A.S.,0013000000NPWmn,"JR TOKAI AGENCY CO.,LTD.",,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000NPWmnAAH
TURNBERRY SOLUTIONS (THREEBRIDGE SOLUTIONS),0013000001GW5FF,Turnberry Solutions (ThreeBridge Solutions),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001GW5FFAA1
TURNBERRY SOLUTIONS (THREEBRIDGE SOLUTIONS),0013000001GW5FF,Turnberry Solutions (ThreeBridge Solutions),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001GW5FFAA1
"TURNING POINT BRANDS, INC.",0010M00001UViIu,"Turning Point Brands, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001UViIuQAL
"TURNING POINT BRANDS, INC.",0010M00001UViIu,"Turning Point Brands, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001UViIuQAL
TVS HOLDINGS LIMITED,0013y00001eU1eq,TVS Motor Company - S  (Child Org 1),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001eU1eqAAC
TVS HOLDINGS LIMITED,0013y00001eU1eq,TVS Motor Company - S  (Child Org 1),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001eU1eqAAC
TVS HOLDINGS LIMITED,0013y00001eU1f0,TVS Motor Company - N (Child Org 2),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001eU1f0AAC
TVS HOLDINGS LIMITED,0013y00001eU1f0,TVS Motor Company - N (Child Org 2),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001eU1f0AAC
TVS HOLDINGS LIMITED,0013000000Lzh9R,TVS Motor Company Ltd.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000Lzh9RAAR
TVS HOLDINGS LIMITED,0013000000Lzh9R,TVS Motor Company Ltd.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000Lzh9RAAR
TVS MOTOR SERVICES LIMITED,0013000000RaKRL,TVS Credit Services Limited,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000RaKRLAA3
"TWENTY FIRST CENTURY HEALTH CARE CONSULTANTS, LLC",0013000001MjQAi,"TWENTY FIRST CENTURY HEALTH CARE CONSULTANTS, LLC",,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001MjQAiAAN
TWILIO INC.,0013000000NPjic,Twilio,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000NPjicAAD
TWIST BIOSCIENCE CORPORATION,0013000001CAtWK,Twist BioScience Corporation,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001CAtWKAA1
TWIST BIOSCIENCE CORPORATION,0013000001CAtWK,Twist BioScience Corporation,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001CAtWKAA1
TXU - CXT,0010M00001QnrbE,TXU Energy Retail Company LLC,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001QnrbEQAR
"TYL CO., LTD",0010M00001SIgw5,"TYL CO., LTD",,Connected (including zero copy),12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001SIgw5QAD
"TYL CO., LTD",0010M00001SIgw5,"TYL CO., LTD",,Connected (including zero copy),12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001SIgw5QAD
TYNDALE,0013y00001emOh8,Tyndale (Commerce Org),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001emOh8AAE
TYNDALE,0013y00001emOh8,Tyndale (Commerce Org),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001emOh8AAE
U C B,0013y00001cIMMF,UCB Biopharma Patient Engagement - Link,,Connected (including zero copy),12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013y00001cIMMFAA4
"U HOLDINGS, K.K.",0013000000Jzdsa,NAGANO TOYOTA JIDOSHA K.K.,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000JzdsaAAB
U S BUREAU OF CUSTOMS AND BORDER PROTECTION,0010M00001Smz7z,CBP - HRM (Employee),,N/A,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Smz7zQAB
U S BUREAU OF CUSTOMS AND BORDER PROTECTION,0010M00001Smz7z,CBP - HRM (Employee),,N/A,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Smz7zQAB
U S BUREAU OF CUSTOMS AND BORDER PROTECTION,0010M00001WaAVg,CBP - ACE,,N/A,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaAVgQAN
U S BUREAU OF CUSTOMS AND BORDER PROTECTION,0010M00001WaAVg,CBP - ACE,,N/A,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaAVgQAN
U S DEPARTMENT OF HEALTH & HUMAN SERVICES,0013000000ZkD8m,HHS - Office of the Secretary - Executive Secretariat,,N/A,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000ZkD8mAAF
U.S. BANCORP,0010M00001WkTgY,U.S. Bank National Association,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001WkTgYQAV
U.S. BANCORP,0010M00001WkTgY,U.S. Bank National Association,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001WkTgYQAV
"U.S. GREEN BUILDING COUNCIL, INC.",0013000000LYuIv,"US Green Building Council, Inc.",,Unified/Harmonized,6-9 Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000LYuIvAAL
"U.S. VENTURE, INC.",0013000000M1aLS,U.S. Venture Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000M1aLSAAZ
"U.S. VENTURE, INC.",0013000000M1aLS,U.S. Venture Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000M1aLSAAZ
"UBER TECHNOLOGIES, INC.",0013y00001f8EeX,"Uber Technologies, Inc. - Uber Mobility",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001f8EeXAAU
"UBER TECHNOLOGIES, INC.",00130000016jZgP,"Uber Technologies, Inc.",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016jZgPAAU
"UBER TECHNOLOGIES, INC.",00130000016jZgP,"Uber Technologies, Inc.",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016jZgPAAU
UBISOFT ENTERTAINMENT,00130000004IFav,Ubisoft Inc.,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000004IFavAAG
"UCC CAPITAL CO., LTD.",0010M00001U41Lb,"UCOT INFOTECHNO,INC..",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001U41LbQAJ
UHURU CORPORATION,0013000000JK8WP,Uhuru Corporation(main),,Segment/Predict,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000JK8WPAA1
UHURU CORPORATION,0013000000JK8WP,Uhuru Corporation(main),,Segment/Predict,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000JK8WPAA1
UHURU CORPORATION,0013000000JK8WP,Uhuru Corporation(main),,Segment/Predict,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000JK8WPAA1
UHURU CORPORATION,0013000000Zk1HA,SystemForest inc.,,Segment/Predict,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000Zk1HAAAZ
UITGEKOOKT VAN MARLE B.V.,001ed00000H15aB,Uitgekookt van Marle B.V.,,No Production Usage,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000H15aBAAR
UITGEKOOKT VAN MARLE B.V.,001ed00000H15aB,Uitgekookt van Marle B.V.,,No Production Usage,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000H15aBAAR
UJCD SERVICES,0010M00001XyBxc,UJCD SERVICES,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001XyBxcQAF
UJCD SERVICES,0010M00001XyBxc,UJCD SERVICES,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001XyBxcQAF
UL INDIA PVT LTD,0013y00001c6qft,UL LLC (UL Enterprise),,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001c6qftAAA
ULMA HOLDING SRL,0013000000hK1UQ,Dr. Schaer Srl,,Connected (including zero copy),9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000hK1UQAA0
ULMA HOLDING SRL,0013000000hK1UQ,Dr. Schaer Srl,,Connected (including zero copy),9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000hK1UQAA0
ULTRA S A PARTICIPACOES,0010M00001XxcSx,Ipiranga Produtos de Petróleo S/A,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001XxcSxQAJ
ULTRA S A PARTICIPACOES,0010M00001XxcSx,Ipiranga Produtos de Petróleo S/A,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001XxcSxQAJ
ULTRAPAR PARTICIPACOES S/A,0013y00001djtT4,Stella Geração Distribuida (Org 2),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013y00001djtT4AAI
UMB FINANCIAL CORPORATION,001000000002HbI,UMB Financial Corporation,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001000000002HbIAAU
UMB FINANCIAL CORPORATION,001000000002HbI,UMB Financial Corporation,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001000000002HbIAAU
UMB FINANCIAL CORPORATION,001000000002HbI,UMB Financial Corporation,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001000000002HbIAAU
UNATRAC LIMITED,0013000000rpWEp,UNA Trading FZE,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000rpWEpAAM
UNATRAC LIMITED,0013000000rpWEp,UNA Trading FZE,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000rpWEpAAM
UNIÃO FEDERAL,0013y00001hNmqa,SECRETARIA DE ESTADO DA EDUCACAO - SEED,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001hNmqaAAC
UNICEF,0013y00001djqaf,UNICEF Finland 2nd Org,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001djqafAAA
UNICEF,0013y00001djqaf,UNICEF Finland 2nd Org,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001djqafAAA
UNICO JAPAN INTERNATIONAL INC,0013000000A5VsG,UNICO JAPAN INTERNATIONAL INC,,No Production Usage,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000A5VsGAAV
UNICOOP ETRURIA SOCIETA' COOPERATIVA,0013000001GUZCR,UNICOOP ETRURIA SOCIETA' COOPERATIVA,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001GUZCRAA5
UNICOOP FIRENZE SOC COOP,00130000002xIJG,UNICOOP FIRENZE SOCIETA' COOPERATIVA,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xIJGAA2
UNIFIED COMMS SOLUTIONS SL.,0013y00001fFEHh,UNIFIED COMMS SOLUTIONS SL,,Connected (including zero copy),9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001fFEHhAAO
UNILEVER PLC,001ed00000FkXzd,Magnum ICC UK R&D Ltd - (EU),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000FkXzdAAF
UNILEVER PLC,001ed00000FkXzd,Magnum ICC UK R&D Ltd - (EU),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000FkXzdAAF
UNILEVER PLC,001ed00000FkXzd,Magnum ICC UK R&D Ltd - (EU),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000FkXzdAAF
UNILEVER PLC,0013000000FLKiB,Unilever UK Central Resources Ltd (ENT),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000FLKiBAAX
UNILEVER PLC,0013000000FLKiB,Unilever UK Central Resources Ltd (ENT),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000FLKiBAAX
UNIMED NACIONAL COOPERATIVA CENTRAL,0013000001MsHoY,Unimed Nacional,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001MsHoYAAV
UNION BANK OF THE PHILIPPINES,0010M00001U1Xyh,Unionbank of the Philippines SG Hyperforce,,No Production Usage,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001U1XyhQAF
UNION BANK OF THE PHILIPPINES,0010M00001U1Xyh,Unionbank of the Philippines SG Hyperforce,,No Production Usage,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001U1XyhQAF
UNION INVIVO,0010M00001NYVsx,InVivo Group,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001NYVsxQAH
UNIPOL GRUPPO SPA,0013000000hMeQk,Unipol Assicurazioni S.p.A.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000hMeQkAAK
UNIPOL GRUPPO SPA,0013000000hMeQk,Unipol Assicurazioni S.p.A.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000hMeQkAAK
UNIPOL GRUPPO SPA,0013000000hMeQk,Unipol Assicurazioni S.p.A.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000hMeQkAAK
UNIPOL GRUPPO SPA,0013000000hMeQk,Unipol Assicurazioni S.p.A.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000hMeQkAAK
UNIPRINT.NET CORP,0013000000rnMAA,Uniprint.net Corp,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000rnMAAAA2
UNIPRINT.NET CORP,0013000000rnMAA,Uniprint.net Corp,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000rnMAAAA2
"UNIQUE VACATIONS, INC.",00130000002xV8Q,Unique Travel Corp,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000002xV8QAAU
UNIQUES CORPORATION.,0010M00001WYtdn,UNIQUES Corporation.,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001WYtdnQAD
UNISUPER LIMITED,0013y00001h9f0p,UniSuper Management Pty Ltd (FSC),,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001h9f0pAAA
UNISUPER LIMITED,0013y00001h9f0p,UniSuper Management Pty Ltd (FSC),,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001h9f0pAAA
UNISUPER LIMITED,0013y00001h9f0p,UniSuper Management Pty Ltd (FSC),,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001h9f0pAAA
UNISUPER LIMITED,0013000000BOGCG,UniSuper Management Pty Ltd,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000BOGCGAA5
UNISYS CORPORATION,001000000001cUL,Unisys Corporation,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001000000001cULAAY
UNISYS CORPORATION,001000000001cUL,Unisys Corporation,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001000000001cULAAY
UNITE PARENT CORP.,00100000000iYOi,UKG Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000000iYOiAAM
"UNITED AIRLINES HOLDINGS, INC.",0010M00001P0PDn,"United Airlines, Inc.",,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001P0PDnQAN
"UNITED COMMUNITY BANKS, INC.",0013000000K6Z9S,Navitas Credit Corp.,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000K6Z9SAAV
"UNITED JEWISH APPEAL-FEDERATION OF JEWISH PHILANTHROPIES OF NEW YORK, INC.",0013000001MssBj,"United Jewish Appeal - Federation of Jewish Philanthropies of New York, Inc.",,No Production Usage,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001MssBjAAJ
