ACCT_ID_18,ACCOUNT_ID,ACCOUNT_NAME,IS_PROVISIONED,INTERNALDATAPIPELINE,STREAMINGCI,STREAMINGACTIONS,Activate DMO - Streaming,BATCHCI,BATCHPROFILEUNIFICATION,SUBSECONDREALTIMEEVENTS,INFERENCEENGINE,BATCHINGEST,ACCELERATEDQUERIES,DATAQUERIES,STREAMTRANSFORM,DATASHARESCHANGED,REALTIMEPROFILEAPI,BATCHTRANSFORM,SEGMENTS,DATASHARESACCESSED,STREAMINGEST,BATCHACTIVATIONPROCESSED,PRIVATECONNECTDATAPROCESSED,UNSTRUCTUREDDATAPROCESSED
0013y00001f7WHuAAM,0013y00001f7WHu,Uptown 6 October for Real Estate Development,Y,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No
0013y00001f7futAAA,0013y00001f7fut,"The Boston Consulting Group, Inc.",Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No
0013y00001f7keRAAQ,0013y00001f7keR,CONCILIG,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No
0013y00001f7khVAAQ,0013y00001f7khV,"Rose Restoration International, Inc.",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f7vEVAAY,0013y00001f7vEV,vaylens GmbH,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
0013y00001f7xxbAAA,0013y00001f7xxb,BRW GROUP,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f80EtAAI,0013y00001f80Et,"Dialysis Education Services, LLC",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f85WiAAI,0013y00001f85Wi,Alto Consultants,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
0013y00001f89JiAAI,0013y00001f89Ji,YER NL,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No
0013y00001f8AHFAA2,0013y00001f8AHF,Circet Ireland,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f8Ax5AAE,0013y00001f8Ax5,PEAK LLC,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f8CFZAA2,0013y00001f8CFZ,Oleria,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0013y00001f8DkJAAU,0013y00001f8DkJ,Chaos Software Management GmbH,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f8DlvAAE,0013y00001f8Dlv,LNG Olivieri,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8EeXAAU,0013y00001f8EeX,"Uber Technologies, Inc. - Uber Mobility",Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0013y00001f8F6CAAU,0013y00001f8F6C,Verlag Dierichs GmbH & Co. KG #5,Y,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
0013y00001f8GFjAAM,0013y00001f8GFj,Ventricle Health,Y,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No
0013y00001f8GYHAA2,0013y00001f8GYH,ASB International Private Limited,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f8GejAAE,0013y00001f8Gej,LG Electronics (GMC-MEA),Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
0013y00001f8GhJAAU,0013y00001f8GhJ,Takeda Pharmaceuticals International AG ICC Learning Account,Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
0013y00001f8GnlAAE,0013y00001f8Gnl,Bajaj Finance Ltd (CDP),Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
0013y00001f8Gq1AAE,0013y00001f8Gq1,Flynn Fence and Supply,Y,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8H7bAAE,0013y00001f8H7b,"TRIANGLE'S - CYCLING EQUIPMENTS, S.A.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8kQjAAI,0013y00001f8kQj,"SMC JAPAN Co., Ltd",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8kRXAAY,0013y00001f8kRX,BS&A Financial (2nd Org),Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes
0013y00001f8kRwAAI,0013y00001f8kRw,Veralto M&A,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8kq8AAA,0013y00001f8kq8,Commtex Solutions Pvt Ltd,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f8kqDAAQ,0013y00001f8kqD,SAMARAD PTY LTD,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8kv3AAA,0013y00001f8kv3,VALTADRIA GROUP S.A.S.,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8kw6AAA,0013y00001f8kw6,Hanwha Energy Corporation Japan,Y,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8l8qAAA,0013y00001f8l8q,CSE Electric,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8lGGAAY,0013y00001f8lGG,Univet S.R.L.,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8lGLAAY,0013y00001f8lGL,"Nutra-Med Packaging, LLC.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8lLBAAY,0013y00001f8lLB,DTC,Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0013y00001f8lazAAA,0013y00001f8laz,Grit Marketing,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8ldeAAA,0013y00001f8lde,Groundwork Apps Ltd,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8lneAAA,0013y00001f8lne,Dotts Tech Information Technology LLC,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f8mpiAAA,0013y00001f8mpi,China Gate Importacao e Exportacao LTDA,Y,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
0013y00001f8ovfAAA,0013y00001f8ovf,MSWA Limited,Y,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No
0013y00001f8pH6AAI,0013y00001f8pH6,Gab Ortopedias,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8pabAAA,0013y00001f8pab,"Simple Honesty Co.,Ltd.",N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8seQAAQ,0013y00001f8seQ,Star Charge Americas Corp,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f8wvZAAQ,0013y00001f8wvZ,Mega Agente de Seguros y de Fianzas S.A. de C.V.,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f8x6JAAQ,0013y00001f8x6J,Xcellerant Ventures,Y,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No
0013y00001f8ylhAAA,0013y00001f8ylh,Herff Jones (Core Instance),Y,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
0013y00001f8zo5AAA,0013y00001f8zo5,Zabbix,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f8zyDAAQ,0013y00001f8zyD,Stellar MLS,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f90HHAAY,0013y00001f90HH,Gateway Fiber,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f90KJAAY,0013y00001f90KJ,Hogar Total SA,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
0013y00001f90UlAAI,0013y00001f90Ul,Straddle Payments,Y,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes
0013y00001f90kbAAA,0013y00001f90kb,Principal Holdings Group LLC,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f92SYAAY,0013y00001f92SY,Volterres,Y,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
0013y00001f92V8AAI,0013y00001f92V8,SafeLend Canada (CapCan Mgt - org 3),Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f92X4AAI,0013y00001f92X4,Spectrum Chemical,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f92XOAAY,0013y00001f92XO,MEDIFARMA S.A. ISV,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f92zTAAQ,0013y00001f92zT,ATT Expo Market,Y,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No
0013y00001f93iEAAQ,0013y00001f93iE,Decimal.health,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f93jHAAQ,0013y00001f93jH,Accident and Injury Chiropractic,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f94SbAAI,0013y00001f94Sb,Jimerson Birr P.A.,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f94clAAA,0013y00001f94cl,Blue Cross and Blue Shield of North Carolina,Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
0013y00001f94dKAAQ,0013y00001f94dK,"Sutro Biopharma, Inc. (OEM Org)",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f95PbAAI,0013y00001f95Pb,DelRicht Research,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f95X1AAI,0013y00001f95X1,PocketSign Inc.,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f95hBAAQ,0013y00001f95hB,CMG Financial (FSC Org),Y,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No
0013y00001f95lSAAQ,0013y00001f95lS,Dr. Reddy's Laboratories,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f96EGAAY,0013y00001f96EG,SOL Properties,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f96PnAAI,0013y00001f96Pn,PenderFund Capital Management - Parent FSC org,Y,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0013y00001f96ZEAAY,0013y00001f96ZE,Hyperbaric Medical Solutions (Second Org),N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f96lAAAQ,0013y00001f96lA,"YAMAGUCHI FINANCIAL GROUP, INC.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f96odAAA,0013y00001f96od,Raisionkaaren Teollisuuspuisto Oy,Y,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No
0013y00001f96r8AAA,0013y00001f96r8,"Orbis Surgery Center, LLC & Orbis Surgery Center – Medical Center, LLC",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f96uCAAQ,0013y00001f96uC,Bryd Singapore Pte. Ltd.,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f974qAAA,0013y00001f974q,Auventa Consulting,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
0013y00001f97mEAAQ,0013y00001f97mE,Reveal Security,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f97otAAA,0013y00001f97ot,UL Solutions,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f97yoAAA,0013y00001f97yo,Stellantis Japan Ltd.,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f98FfAAI,0013y00001f98Ff,CRS Jet Spares,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f98GiAAI,0013y00001f98Gi,"Aucta Pharmaceuticals, Inc.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f98P1AAI,0013y00001f98P1,"Imágenes Geográficas, S.A. de C.V.",Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No
0013y00001f98TwAAI,0013y00001f98Tw,care staffing Inc.,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f98WbAAI,0013y00001f98Wb,Heart Medical,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
0013y00001f98hoAAA,0013y00001f98ho,"DUSKIN CO., LTD.【営業本部】",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f98lqAAA,0013y00001f98lq,"Clearwater Benefits, LLC",Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f995CAAQ,0013y00001f995C,Ecominero,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f997rAAA,0013y00001f997r,Degler Whiting,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f998BAAQ,0013y00001f998B,Greenhouse OS LTD,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f99FMAAY,0013y00001f99FM,CapitalSphere Inc.,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
0013y00001f99JnAAI,0013y00001f99Jn,Silicon Box Pte Ltd,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f99P7AAI,0013y00001f99P7,"STRUZON TECHNOLOGIES INC,.",N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f99WwAAI,0013y00001f99Ww,Evol.X Customer Experience GmbH,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f99eCAAQ,0013y00001f99eC,TF Intl.,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f99ftAAA,0013y00001f99ft,"May4s Technology Co., Ltd.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f99m1AAA,0013y00001f99m1,Minuscule Technologies Pvt. Ltd.,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f99qwAAA,0013y00001f99qw,The Kaage Company,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No
0013y00001f99rzAAA,0013y00001f99rz,NovumHealth,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f99ssAAA,0013y00001f99ss,Aurora Sustainable Lands LLC,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9A82AAE,0013y00001f9A82,Imobilem Promotora RFC : IPR170530TY7,Y,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
0013y00001f9AQVAA2,0013y00001f9AQV,"WOVEN BY TOYOTA, INC.",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9AcMAAU,0013y00001f9AcM,New Mexico Human Services Dept. - Mobile Publisher Deployment Org,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
0013y00001f9AwSAAU,0013y00001f9AwS,CHARIOT PROPERTIES LLP,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9B8KAAU,0013y00001f9B8K,CTRL-F NV,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9BB9AAM,0013y00001f9BB9,SWM HoldCo Luxembourg,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
0013y00001f9BFpAAM,0013y00001f9BFp,"OSG CORPORATION CO., LTD.",Y,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9BQJAA2,0013y00001f9BQJ,Community First Credit Union of Florida - 2nd org,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9BkxAAE,0013y00001f9Bkx,"Accolade, Inc (HealthCloud Org)",Y,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No
0013y00001f9C28AAE,0013y00001f9C28,Perigeon Software Private Limited,Y,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No
0013y00001f9C9iAAE,0013y00001f9C9i,Capitanes de la Ciudad de México S.A de C.V.  CCM1608311G8,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No
0013y00001f9CCcAAM,0013y00001f9CCc,American Academy of Ophthalmology,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9CXaAAM,0013y00001f9CXa,Hospitality,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9CtWAAU,0013y00001f9CtW,McKesson Corporation,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9D9AAAU,0013y00001f9D9A,Scolicare US,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9DUmAAM,0013y00001f9DUm,Losani Developments,Y,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
0013y00001f9DXgAAM,0013y00001f9DXg,Blue Star Families - NPC Org,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9DbJAAU,0013y00001f9DbJ,Asset Alliance Leasing Ltd,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9DdFAAU,0013y00001f9DdF,Leap Health,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9DjYAAU,0013y00001f9DjY,"Meta Platforms, Inc.",Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9Dk2AAE,0013y00001f9Dk2,Kona Kai Corp,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
0013y00001f9Dp7AAE,0013y00001f9Dp7,LPMI Italy S.P.A.,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes
0013y00001f9Dv0AAE,0013y00001f9Dv0,ANNA VIRGILI S.R.L.,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No
0013y00001f9E0oAAE,0013y00001f9E0o,"United Wholesale Mortgage, LLC - Data Cloud Sandbox",Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
0013y00001f9E5tAAE,0013y00001f9E5t,Lagouarde,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f9E9CAAU,0013y00001f9E9C,Allwyn Entertainment Ltd,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0013y00001f9E9HAAU,0013y00001f9E9H,Allwyn Entertainment Ltd,Y,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
0013y00001f9ECpAAM,0013y00001f9ECp,Convergent Water Technologies,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
0013y00001f9EEWAA2,0013y00001f9EEW,Goofy inc.,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
0013y00001f9EFZAA2,0013y00001f9EFZ,Paratus Ltd,Y,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f9EJgAAM,0013y00001f9EJg,Kyoto Maki S.A. de C.V,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9EkXAAU,0013y00001f9EkX,Cool Air Rentals,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0013y00001f9EmTAAU,0013y00001f9EmT,"AC Logistics México, SA de CV ALM1909201A1",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9FJOAA2,0013y00001f9FJO,INPS - Sedi,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes
0013y00001f9Fg3AAE,0013y00001f9Fg3,Attorney Shield Inc,Y,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No
0013y00001f9GKXAA2,0013y00001f9GKX,Bridge It Corp,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9GtrAAE,0013y00001f9Gtr,Cloud Hop Kenya,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9HEzAAM,0013y00001f9HEz,Hypernative,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9HVqAAM,0013y00001f9HVq,WDW Financial,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes
0013y00001f9IAyAAM,0013y00001f9IAy,Braza,Y,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
0013y00001f9IHpAAM,0013y00001f9IHp,Amazon Blink Customer Support (Devices),Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9IMVAA2,0013y00001f9IMV,Cloud Code,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9IskAAE,0013y00001f9Isk,FENCIA PARTNERS SL,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9J4wAAE,0013y00001f9J4w,"BiOptimizers USA, inc.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9J9dAAE,0013y00001f9J9d,Cambalache Technologies - 2nd Org,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9JLbAAM,0013y00001f9JLb,The Gardner Group (Main),Y,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0013y00001f9L2nAAE,0013y00001f9L2n,Hitpoint Pty Ltd,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9L6JAAU,0013y00001f9L6J,GIFT inc.,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
0013y00001f9L7CAAU,0013y00001f9L7C,Schindler Management AG,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No
0013y00001f9LJRAA2,0013y00001f9LJR,"iPark Institute Co., Ltd.",Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
0013y00001f9LMaAAM,0013y00001f9LMa,DRIVALIA - GB,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0013y00001f9LOgAAM,0013y00001f9LOg,Grupo PDC,Y,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9LjAAAU,0013y00001f9LjA,TOKYO SYSTEM RESEARCH CORP.,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes
0013y00001f9LrTAAU,0013y00001f9LrT,PLURES SPA,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9M6KAAU,0013y00001f9M6K,MindGlow Health LLC,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0013y00001f9M86AAE,0013y00001f9M86,Hyundai Autoever Corp. (KIA US CDM 2nd Org),Y,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
0013y00001f9MH4AAM,0013y00001f9MH4,NEC NETWORKS & SYSTEM INTEGRATION CORPORATION,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No
