ACCT_ID_18,CNTRY_COMBO_ID,GLOBAL_CO_COMBO_ID,ACCT_NM,PRODUCT_TYPE,TOTAL_NCR,FY24Q1,FY24Q2,FY24Q3,FY24Q4,FY25Q1,FY25Q2,FY25Q3,FY25Q4,FY26Q1,FY26Q2,FY26Q3,FY26Q4
0010000000000X1AAI,aBR300000004QehGAE,aBR30000000KzyWGAS,Slalom,DataCloud,2276.466897,0,0,0,0,0,117.9180917,141.4242732,335.7096377,388.475408,429.7036375,461.2281661,402.0076824
0010000000000bDAAQ,aBR0M000000LBWXWA4,aBR3y000000LE1tGAG,Banco Popular - Data Cloud 2,DataCloud,0,0,0,0,0,-0.0000000056,0.0000000056,0,0,0,0,0,0
0010000000000bnAAA,aBR300000004DbtGAE,aBR300000004UvhGAE,Ciena Corporation,DataCloud,0.0228466879,0,0,0,0,0,0,0.0000459326,0.0043651035,0.0095009766,0.0085860752,0.0003486,0
0010000000000ciAAA,0010000000000ciAAA,0010000000000ciAAA,Vitria Technology   Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000000000h6AAA,aBR300000008SVcGAM,aBR3y000000yAyxGAE,Emmis Communications *MAIN HQ,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000000000h9AAA,aBR300000004DpXGAU,aBR300000004UWsGAM,Federal Express Corporation,DataCloud,0.0154905603,0,0,0,0,0,0,0,0,0,0.0154905603,0,0
0010000000000iUAAQ,0010000000000iUAAQ,0010000000000iUAAQ,Lyden Oil Co,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000000000itAAA,aBR300000004DKoGAM,aBR3y0000010ydHGAQ,ACCO Brands USA LLC,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000000004GvAAI,aBR300000004DqRGAU,aBR3y0000010zoRGAQ,"OpenTable, Inc.",Agentforce,260350.8,0,0,0,0,0,0,0,7518,56974.8,137185.2,58672.8,0
0010000000004GvAAI,aBR300000004DqRGAU,aBR3y0000010zoRGAQ,"OpenTable, Inc.",DataCloud,21.4685039,0,0,0,0,0,0,0.000211447,13.26774045,0.082443792,0.1821014668,0.9521226445,6.9838841
001000000000PhQAAU,aBR3y000000HVWsGAO,aBR30000000Kz0WGAS,IDEC Corporation,DataCloud,7.590119432,0,0,0,0,0,0,0,0,2.414694652,4.93259927,0.131305284,0.1115202266
001000000000Q3bAAE,aBR300000004DYWGA2,aBR300000004VgxGAE,Elkay Manufacturing Company,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000000RJ7AAM,aBR300000004DH6GAM,aBR300000004VLuGAM,International Paper Company *MASTER*,DataCloud,4166.273428,0,0,0,0,0,0,0,0,1688.505168,1189.753817,531.1700221,756.8444214
001000000000UmpAAE,001000000000UmpAAE,aBR0M000000LCtxWAG,Trader Interactive,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000000VBgAAM,aBR3y0000004p9ZGAQ,aBR30000000KzCcGAK,"ON24, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000000VHeAAM,001000000000VHeAAM,001000000000VHeAAM,HockeyStack,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000000sgUAAQ,aBR300000004OIoGAM,aBR300000004UfXGAU,Hexagon Metrology Services Ltd (MSC Software Corporation),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000000wCbAAI,aBR300000004F4HGAU,aBR300000004VflGAE,"Insperity Services, L.P.",DataCloud,1.829392904,0,0,0,0,0,0,0,0,0.0467974727,0.3959521706,0.2043058248,1.182337436
0010000000017zfAAA,aBRed000000wEx5GAE,aBRed000000v2A1GAI,"ZS Associates, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000001LQ0AAM,aBR3y0000004t3TGAQ,aBR3y000000xujWGAQ,"OutSource Management, Inc.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000001LQ0AAM,aBR3y0000004t3TGAQ,aBR3y000000xujWGAQ,"OutSource Management, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000001ZhbAAE,aBR300000004DMnGAM,aBR0M0000004gvLWAQ,"Myriad Genetics, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000001cULAAY,aBR300000004F7eGAE,aBR300000004UgeGAE,Unisys Corporation,DataCloud,7237.540387,0,0,0,0,88.15655741,1110.397769,791.0085948,41.47446127,1031.663053,1845.55941,1584.651935,744.6286054
001000000001hxIAAQ,aBR300000004XaSGAU,001000000001hxIAAQ,NetDocuments*,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000001hxIAAQ,aBR300000004XaSGAU,001000000001hxIAAQ,NetDocuments*,DataCloud,48.16380043,0,0,0,0,0,0,0,3.844806241,17.87359754,26.44539666,0,0
001000000001s00AAA,aBR300000004FixGAE,aBR300000004W1MGAU,FranklinCovey Co.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000001zcfAAA,aBR300000004F6TGAU,aBR300000004UdaGAE,"Cadence Design Systems, Inc.",DataCloud,0.022517364,0,0,0,0,0,0,0,0.0062921168,0.0092354477,0.0062641515,0.000717899,0.000007749
0010000000025oiAAA,aBR3y000000CeClGAK,aBR3y000000sYN8GAM,"Q International Courier, LLC",DataCloud,0.047947135,0,0,0,0,0,0,0,0,0.0005900659,0.0151350938,0.0313629226,0.0008590527
0010000000027D7AAI,aBRed000000zEPRGA2,aBRed000000FosXGAS,Pomeroy Technologies LLC,DataCloud,940.8689217,0,0,0,0,0,0,0,0,0,0,578.4759309,362.3929908
001000000002HbIAAU,aBR300000004EtPGAU,aBR0M000000LCk2WAG,UMB Financial Corporation,DataCloud,0.0000007861,0,0,0,0,0,0,0,0,0,0.0000001123,0.0000003369,0.0000003369
001000000002RSOAA2,aBR300000004DfBGAU,aBR300000004UzPGAU,"American Honda Motor Co., Inc.",DataCloud,1171.470498,0,0,0,0,0,0,0.2363042796,214.9512751,507.2006993,216.3027932,157.4007945,75.3786321
001000000002WRnAAM,aBR0M000000GnvAWAS,aBR3y000000LEzBGAW,Massachusetts Medical Society,DataCloud,0.00971908,0,0,0,0,0,0,0,0,0,0.0076297507,0.0017619981,0.0003273312
001000000002WRvAAM,aBR300000004QJuGAM,aBR0M000000fxsWWAQ,"Amadeus Hospitality, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000002bbnAAA,aBR0M0000008VZwWAM,aBR3y000000yDoqGAE,University of Louisville  - KY-MEP,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000002lWTAAY,aBR3y000000H7tYGAS,aBR3y00000112qYGAQ,Seaboard Corporation,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000002mmBAAQ,aBR3y0000004r6eGAA,aBR3y00000111FnGAI,Datamark,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000002x8ZAAQ,aBR300000004DMsGAM,aBR300000004V8eGAE,Gilead Sciences   Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000002x8fAAA,aBR3y00000113ehGAA,aBR300000004UYjGAM,Varian Medical Systems Inc.,DataCloud,26.07030035,0,0,0,0,0,0,0.0971904261,0.2274741756,13.27523957,0.5934665984,11.3708393,0.5060902823
001000000003ArVAAU,aBR0M000000CdVoWAK,aBR3y000000yIyjGAE,Wind River Systems,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000003CkwAAE,aBR3y000000TToEGAW,aBR3y00000112xGGAQ,THE GEM GROUP INC,DataCloud,5.681313979,0,0,0,0,0.0002575791,0.1052670946,0.0102998916,5.565489414,0,0,0,0
001000000004NKDAA2,aBRed000000wab7GAA,aBRed000000vKfsGAE,"BCM, LLC",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000004aOoAAI,aBR300000004DdhGAE,aBR300000004UeWGAU,NVIDIA Corporation,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000004aOoAAI,aBR300000004DdhGAE,aBR300000004UeWGAU,NVIDIA Corporation,DataCloud,5704.426035,0,0,0,0,0,0,0,0,0,0,2223.033872,3481.392164
001000000004lTqAAI,aBR3y0000000GRBGA2,aBR3y0000010zNaGAI,Atlas Machine and Supply,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000005gq4AAA,aBR3y000000H8DGGA0,aBR0M000000fyLJWAY,Upland Software,DataCloud,0.0057654338,0,0,0,0,0,0,0.0009458065,0.0015411442,0.0022045644,0.0010303113,0.0000364873,0.0000071201
001000000006WE1AAM,aBR300000004E8aGAE,aBR300000004VRQGA2,Fastenal Company,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000006rVyAAI,aBR0M0000000AXtWAM,aBR300000004UwkGAE,ScholarOne,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000006rVyAAI,aBR0M0000000AXtWAM,aBR300000004UwkGAE,ScholarOne,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000007X4yAAE,aBR300000004C9KGAU,aBR300000004UWhGAM,Comcast Technology Solutions,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000007ZJGAA2,aBR0M000000H25eWAC,aBRed000000CigRGAS,Buchanan Technologies,DataCloud,0.0005298912,0,0,0,0,0,0,0,0,0.0004835041,0.0000224007,0.0000156157,0.0000083707
001000000007ufkAAA,aBR300000004DjoGAE,aBR300000004UfsGAE,Olympus Corporation of the Americas (Medical),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000007usmAAA,aBRed000000B5fVGAS,aBR3y00000115wwGAA,"Lionbridge Technologies, LLC",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000849jAAA,aBR300000004DcvGAE,aBR300000004VUIGA2,"Advanced Micro Devices, Inc.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000849jAAA,aBR300000004DcvGAE,aBR300000004VUIGA2,"Advanced Micro Devices, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010000000084FRAAY,0010000000084FRAAY,aBR3y000000h5ZBGAY,ShipServ,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000008KjOAAU,aBR3y000000gETjGAM,aBR3y00000110PoGAI,Master Chemical Corporation,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000008KjWAAU,aBR0M000000bmg8WAA,aBR3y00000111Z7GAI,Diabsolut,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000008KjWAAU,aBR0M000000bmg8WAA,aBR3y00000111Z7GAI,Diabsolut,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000008QeAAAU,aBR300000004QTsGAM,aBR300000008T7WGAU,"Allegro Microsystems, LLC",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000008QeAAAU,aBR300000004QTsGAM,aBR300000008T7WGAU,"Allegro Microsystems, LLC",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000008ZtyAAE,aBR300000004DMEGA2,aBR300000004UWzGAM,"Genentech, Inc",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000008ZtyAAE,aBR300000004DMEGA2,aBR300000004UWzGAM,"Genentech, Inc",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000008rODAAY,aBR3y000000cFzsGAE,aBR3y000000yExFGAU,Prometric LLC,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
001000000009FxOAAU,aBR300000004EksGAE,aBR300000004UVcGAM,The Prudential Insurance Company of America,DataCloud,39.47378334,0,0,0,0,0,0,37.07324814,2.4005352,0,0,0,0
00100000000BGNoAAO,aBR300000004DNZGA2,aBR300000004VPIGA2,The Sherwin-Williams Company **,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000BGhzAAG,aBR3y000000gFfaGAE,aBR3y0000008rAFGAY,Amsive,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000BGhzAAG,aBR3y000000gFfaGAE,aBR3y0000008rAFGAY,Amsive,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000BIm3AAG,aBR300000004DDiGAM,aBR0M0000008VJgWAM,"Interface, Inc.*",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000BIm3AAG,aBR300000004DDiGAM,aBR0M0000008VJgWAM,"Interface, Inc.*",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000Bg0DAAS,aBR300000004FCzGAM,aBR3y000000xbiHGAQ,LanguageLine Solutions* (Sales - ORG),DataCloud,2657.887115,0,0,0,0,0,0,0,0,6.996965977,1008.92006,1131.369393,510.6006959
00100000000CK5KAAW,aBR3y000000g3fkGAA,aBR3y0000008aNOGAY,Dynatrace,DataCloud,9.265223768,0,0,0,0,0,0,0,0,4.08914473,3.200871798,1.527807488,0.4473997527
00100000000Cc6QAAS,aBR300000004PpMGAU,aBR3y0000008ZtxGAE,athenahealth Inc. *,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000Cc6QAAS,aBR300000004PpMGAU,aBR3y0000008ZtxGAE,athenahealth Inc. *,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000CgEsAAK,00100000000CgEsAAK,aBR300000008TkYGAU,Uptime Institute,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000DQTVAA4,00100000000DQTVAA4,00100000000DQTVAA4,SCC Soft Computer,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000DiI7AAK,aBR300000004FeDGAU,aBR300000004VynGAE,PAREXEL International LLC,DataCloud,12.94924182,0,0,0,0,0,0,0,12.94924182,0,0,0,0
00100000000EJGAAA4,aBR300000004QcYGAU,aBR0M000000LCjJWAW,Omnicell/Ateb,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000EKmnAAG,aBR3y000000TUDZGA4,aBR3y00000112wAGAQ,Imparta Ltd.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000EKruAAG,aBR300000004Dj6GAE,aBR300000004UVUGA2,"Johnson & Johnson Services, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000EL4bAAG,aBR300000004PrSGAU,aBR300000004VgJGAU,Prologis,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000EYCtAAO,aBR300000004OyYGAU,aBR3y0000008q7yGAA,CCC Intelligent Solutions Inc.,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000EYCtAAO,aBR300000004OyYGAU,aBR3y0000008q7yGAA,CCC Intelligent Solutions Inc.,DataCloud,24.07828938,0,0,0,0,0,0,0,0,0,0,24.07828938,0
00100000000EeOBAA0,aBR3y000000CgePGAS,aBR3y000000xSlWGAU,QuickCrete Products Corp (QCP),Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000EeOBAA0,aBR3y000000CgePGAS,aBR3y000000xSlWGAU,QuickCrete Products Corp (QCP),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000FFkwAAG,aBR300000004DZiGAM,aBR300000004UVKGA2,Pitney Bowes,Agentforce,126,0,0,0,0,0,0,0,0,6,120,0,0
00100000000FFkwAAG,aBR300000004DZiGAM,aBR300000004UVKGA2,Pitney Bowes,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000FHU2AAO,aBR300000004DYXGA2,aBR300000004Ug0GAE,"Deltek Systems, Inc.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000FHU2AAO,aBR300000004DYXGA2,aBR300000004Ug0GAE,"Deltek Systems, Inc.",DataCloud,12.45482252,0,0,0,0,0,0,0.0029533451,4.792165479,6.385143066,1.274560633,0,0
00100000000Fj9mAAC,aBR0M000000GozBWAS,aBR30000000L0jmGAC,8x8   Inc. - parent,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000G4CxAAK,aBR300000008STFGA2,aBR300000004UccGAE,"Helloworld, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000GT37AAG,aBR3y000000H7xHGAS,aBR3y00000113FUGAY,"Simmons Prepared Foods, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000H9fnAAC,aBR300000004Dj6GAE,aBR300000004UVUGA2,"Johnson and Johnson Services, Inc",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000HCCTAA4,00100000000HCCTAA4,00100000000HCCTAA4,"North Atlantic Industries, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000IQBcAAO,aBR3y0000004oI5GAI,aBR3y000000xJVdGAM,"Alpine Power Systems, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000JIOiAAO,aBR300000004E1tGAE,aBR300000004VxpGAE,Konica Minolta Business Solutions U.S.A. Inc.,DataCloud,151.3316174,0,0,0,0,0,0,0,0,151.3316,0,0.0000086925,0.0000086925
00100000000JPEFAA4,aBRed000000FszPGAS,aBR3y0000008loWGAQ,ORBCOMM Inc.,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000JPEFAA4,aBRed000000FszPGAS,aBR3y0000008loWGAQ,ORBCOMM Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000K2ZmAAK,aBR3y000000H80gGAC,aBR3y000000CdsRGAS,STERIS Corporation*,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000L3p7AAC,00100000000L3p7AAC,00100000000L3p7AAC,"Super Color Digital, LLC",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000MTATAA4,aBR300000004F35GAE,aBR300000008THvGAM,Aquent LLC,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000MY1KAAW,aBR3y0000004svyGAA,aBR3y000000yDxvGAE,Kaufman Rossin & Co. PA,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000MY1KAAW,aBR3y0000004svyGAA,aBR3y000000yDxvGAE,Kaufman Rossin & Co. PA,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000NIFAAA4,aBR0M0000000AHDWA2,aBR300000004UVQGA2,Rakuten US,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000NyQmAAK,aBR3y000000H6pAGAS,aBR300000004UVZGA2,Cigna Healthcare (Big Sales Org) 00D30000000Jvaq,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000NyQmAAK,aBR3y000000H6pAGAS,aBR300000004UVZGA2,Cigna Healthcare (Big Sales Org) 00D30000000Jvaq,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000OcbxAAC,aBR3y000000g3RQGAY,aBR3y000000g55NGAQ,The L S Starrett Company,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000Ocd7AAC,aBR300000004DaqGAE,aBR300000004V66GAE,"Aspen Technology, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000Rn64AAC,aBR0M000000bmstWAA,aBR0M000000LDYbWAO,Almo Corporation (ONLY AE CONTACT),DataCloud,418.2681788,0,0,0,0,0,0,0,0.4289531996,0.5038268577,0.5770878766,260.1867035,156.5716073
00100000000SoILAA0,aBR3y000000CezjGAC,aBR3y000000xGrjGAE,American Textile Company Incorporated,DataCloud,2803.201026,0,0,0,0,0,0,0,0,443.1900891,1000.380733,1003.888416,355.7417877
00100000000WYwJAAW,00100000000WYwJAAW,aBR30000000TNQRGA4,Kinaxis Inc,DataCloud,36.74619188,0,0,0,0,0,0,0.3237183847,6.26808692,15.26492527,11.06093693,1.581677824,2.246846548
00100000000ZNMWAA4,aBR3y0000004p1aGAA,aBR30000000fxlcGAA,Skillsoft (US) LLC,Agentforce,5514,0,0,0,0,0,0,0,0,9,2312,2011,1182
00100000000ZNMWAA4,aBR3y0000004p1aGAA,aBR30000000fxlcGAA,Skillsoft (US) LLC,DataCloud,1630.140972,0,0,0,0,0,0,0,0,938.3257384,253.3338241,27.32805052,411.153359
00100000000aHKkAAM,aBR300000004FpmGAE,aBR300000004VRtGAM,"Agilent Technologies, Inc. (MAIN)*",DataCloud,184.3816528,0,0,0,0,0,0,0,0,0,0.0000137634,16.46712472,167.9145144
00100000000fvEpAAI,aBR300000004DL0GAM,aBR300000004UdBGAU,"Airgas, Inc.",DataCloud,0.0000009851,0,0,0,0,0,0,0,0,0,0.0000002246,0.0000007605,0
00100000000huL1AAI,aBR300000004Df5GAE,aBR30000000Kyz4GAC,CNH Industrial,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000iMa2AAE,aBR3y000000HJrdGAG,aBR3y0000008mxtGAA,Vizrt Group AS,DataCloud,2.982091904,0,0,0,0,0,0,0,0,0.2780281222,2.379242427,0.2913989937,0.0334223607
00100000000iSR5AAM,aBR300000004DWQGA2,aBR300000004UWqGAM,Caterpillar Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000idWKAAY,aBR300000004ExiGAE,aBR300000004VO6GAM,Marriott International Administrative Services Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000iqLNAAY,aBR300000004PONGA2,aBR30000000Kz6yGAC,Wellington Management Company LLP,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000iqNAAAY,aBR300000004EinGAE,aBR0M0000004hoKWAQ,"LendingTree, LLC",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000iqNAAAY,aBR300000004EinGAE,aBR0M0000004hoKWAQ,"LendingTree, LLC",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000iqNYAAY,aBR3y000000h4odGAA,aBR3y000000y5K7GAI,LINDA. Mood for Magazines,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000j1BcAAI,aBR0M00000006f8WAA,aBR0M000000CarwWAC,"Provation Software Group, Inc.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000j1BcAAI,aBR0M00000006f8WAA,aBR0M000000CarwWAC,"Provation Software Group, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000j54KAAQ,aBR300000004FrUGAU,aBR300000004UhLGAU,Trimble Transportation Enterprise,DataCloud,24.81859144,0,0,0,0,0,0,0,24.80661244,0.011979002,0,0,0
00100000000jLgxAAE,aBR0M000000bnCkWAI,aBR300000004W1qGAE,"SPS Commerce, Inc.**",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000jRObAAM,aBR300000004F0PGAU,aBR0M000000GnI5WAK,MediaNews Group,DataCloud,128.7230335,0,0,0,0,0,0,0.000035069,0.0000521835,0.0003319545,128.7202051,0.0023864915,0.00002268
00100000000jvqkAAA,aBR300000004C9MGAU,aBR300000004Ul6GAE,General Motors Financial Company Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000jyEqAAI,aBR3y0000004s1MGAQ,aBR30000000TNeWGAW,Quest Software Inc.,DataCloud,179.2753136,0,0,0,0,0,0,0,0,177.6664379,0.412203057,0.4966573038,0.7000153664
00100000000kdT1AAI,aBR300000004DkPGAU,aBR30000000blNMGAY,"Hallmark Cards, Incorporated.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000kdT1AAI,aBR300000004DkPGAU,aBR30000000blNMGAY,"Hallmark Cards, Incorporated.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000keurAAA,aBR3y000000H85YGAS,aBR300000004VjnGAE,Teva Pharmaceuticals USA (MC Instance),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000khFYAAY,aBR300000004FCEGA2,aBR300000004UiXGAU,Wex Inc. - Noventis Org,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000kt36AAA,aBR300000004EfmGAE,aBR3y000000LGA6GAO,TIAA,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000kt36AAA,aBR300000004EfmGAE,aBR3y000000LGA6GAO,TIAA,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000ktisAAA,aBRed0000004lOXGAY,aBR3y000000yEGJGA2,"Dayforce US, Inc.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000ktisAAA,aBRed0000004lOXGAY,aBR3y000000yEGJGA2,"Dayforce US, Inc.",DataCloud,664.3189166,0,0,0,0,0,0,249.0024953,129.2514191,151.7193456,61.43745461,29.13063861,43.77756338
00100000000l6ESAAY,aBR300000004C9XGAU,aBR300000004Uf3GAE,"(Primary) Chevron Technical Center, a division of Chevron U.S.A. Inc.,",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000l6ESAAY,aBR300000004C9XGAU,aBR300000004Uf3GAE,"(Primary) Chevron Technical Center, a division of Chevron U.S.A. Inc.,",DataCloud,62797.56155,0,0,0,0,0,0,0,0,14199.03613,13232.10375,16127.03247,19239.3892
00100000000leZjAAI,aBR300000004F8gGAE,aBR300000004UfRGAU,"F5, Inc. (Old Org)",DataCloud,0.0000203842,0,0,0,0,0,0,0.0000203842,0,0,0,0,0
00100000000lmWkAAI,aBR300000004DdJGAU,aBR30000000fxf5GAA,Microchip Technology Inc,DataCloud,5392.61728,0,0,0,0,0,0,8.043446713,1628.370624,1468.461738,559.3928424,1160.963002,567.3856265
00100000000mQ8KAAU,aBR3y000000saSdGAI,aBR3y00000111K4GAI,Safehold Inc,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000mhEMAAY,aBR3y000000HK7sGAG,aBR0M0000004iBHWAY,"Audax Management Company, LLC",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000nDzkAAE,aBR3y000000H70tGAC,aBR3y000000wlpNGAQ,Entrust,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000nDzkAAE,aBR3y000000H70tGAC,aBR3y000000wlpNGAQ,Entrust,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000nE45AAE,aBR3y0000004rVRGAY,aBR3y000000CpGhGAK,Ascendion Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000nE7BAAU,aBR3y000000HErcGAG,aBR30000000L06BGAS,WatchGuard Technologies *,DataCloud,0.0084818188,0,0,0,0,0,0.0006157762,0.0016240355,0.0061659544,0.0000760527,0,0,0
00100000000nE80AAE,aBR3y000000HGzSGAW,aBR3000000002YqGAI,Rand Worldwide Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000nEClAAM,aBR3y0000005HavGAE,aBR3y000000xHPlGAM,Ellucian Company (PARENT),Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000nEClAAM,aBR3y0000005HavGAE,aBR3y000000xHPlGAM,Ellucian Company (PARENT),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000nEYiAAM,aBR300000004F5xGAE,aBR3y0000008dznGAA,"Blackboard, LLC",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000nEZaAAM,aBR3y000000H6ZdGAK,aBR300000008TjeGAE,"Applied Systems, Inc.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
00100000000nEZaAAM,aBR3y000000H6ZdGAK,aBR300000008TjeGAE,"Applied Systems, Inc.",DataCloud,160.4542404,0,0,0,0,0,0,0,0,0.0000218886,79.6612532,54.2550924,26.53787287
