ACCT_ID_18,CNTRY_COMBO_ID,GLOBAL_CO_COMBO_ID,ACCT_NM,PRODUCT_TYPE,TOTAL_NCR,FY24Q1,FY24Q2,FY24Q3,FY24Q4,FY25Q1,FY25Q2,FY25Q3,FY25Q4,FY26Q1,FY26Q2,FY26Q3,FY26Q4
0010M00001SIuNJQA1,0010M00001SIuNJQA1,aBR300000004UcyGAE,Dublin Business School,DataCloud,9.774590942,0,0,0,0,0,0,0,0.0044372932,0.0008783801,0.4582203491,2.250280745,7.060774174
0010M00001SIuvpQAD,aBRed000001DmHZGA0,aBRed000001DiInGAK,Foxtel Management Pty Ltd,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIuvpQAD,aBRed000001DmHZGA0,aBRed000001DiInGAK,Foxtel Management Pty Ltd,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIvLxQAL,0010M00001SIvLxQAL,0010M00001SIvLxQAL,Linguedo GmbH,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIvPuQAL,0010M00001SIvPuQAL,0010M00001SIvPuQAL,Englhard Consulting,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIvSAQA1,0010M00001SIvSAQA1,0010M00001SIvSAQA1,Delegate (formerly Squad62),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIvmyQAD,0010M00001SIvmyQAD,0010M00001SIvmyQAD,Heritage Steel (FKA New Era Inc Hammer Stahl),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIw0lQAD,0010M00001SIw0lQAD,0010M00001SIw0lQAD,Johnsonhana International,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIwBUQA1,aBR3y000000g1VBGAY,aBR3y00000112BKGAY,NSW Rural Doctors Network Ltd,DataCloud,0.00000051,0,0,0,0,0,0,0,0,0,0,0,0.00000051
0010M00001SIwb3QAD,0010M00001SIwb3QAD,aBR3y00000112tgGAA,"Lumina Solar, Inc.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIwb3QAD,0010M00001SIwb3QAD,aBR3y00000112tgGAA,"Lumina Solar, Inc.",DataCloud,23.60954538,0,0,0,0,0,0,0,9.734778221,2.094465801,4.385115992,6.321656027,1.073529343
0010M00001SIwbSQAT,aBR300000004EtUGAU,aBR3y000000LEAHGA4,Fulton Financial Corporation (nCino Org),Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIwbSQAT,aBR300000004EtUGAU,aBR3y000000LEAHGA4,Fulton Financial Corporation (nCino Org),DataCloud,7983.795827,0,0,0,0,557.8084569,2769.481645,4273.534509,382.9671764,0.00404,0,0,0
0010M00001SIwz0QAD,0010M00001SIwz0QAD,0010M00001SIwz0QAD,Missy Smit Real Estate,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIxFXQA1,aBRed0000006WgiGAE,aBRed0000006aSGGAY,"At-Bay, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIxGpQAL,aBR3y000000sYqMGAU,aBR3y0000008oBmGAI,Latitude Financial Services Australia Holdings Pty Ltd,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIxbYQAT,aBR3y000000cFdWGAU,aBR3y000000yEs6GAE,Rally Digital*,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIxbYQAT,aBR3y000000cFdWGAU,aBR3y000000yEs6GAE,Rally Digital*,DataCloud,0.1087083315,0,0,0,0,0,0,0,0,0.082367604,0.0063121748,0.0091080673,0.0109204854
0010M00001SIxcWQAT,aBR0M0000004i9rWAA,aBR3y000000yDX4GAM,Washtenaw Community College - CRM,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIz0oQAD,aBR3y000000Cp3dGAC,aBR3y000000TVGgGAO,Meupag Will Bank,DataCloud,4.195826979,0,0,0,0,0,0,0,0,0.0006264044,0.0000001411,0.0000004513,4.195199983
0010M00001SIz6NQAT,aBRed0000003sDZGAY,aBR3y000000yjmGGAQ,GUIMINI,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIzK0QAL,aBR300000004QJKGA2,aBR300000004V3wGAE,De Lage Landen Financial Services Inc..,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SIzpNQAT,0010M00001SIzpNQAT,0010M00001SIzpNQAT,Balanced Asset Solutions,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ0qAQAT,aBR0M000000boGvWAI,aBR3y000000yZUuGAM,Department of Education,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ0vKQAT,aBR3y0000004lihGAA,aBR3y000000yQtxGAE,Calibre 360 Consulting SL,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ0vKQAT,aBR3y0000004lihGAA,aBR3y000000yQtxGAE,Calibre 360 Consulting SL,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ16rQAD,aBR0M000000GzMnWAK,aBR0M00000009gaWAA,"Fisher Asset Management, LLC (d/b/a Fisher Investments)",DataCloud,213.7023005,0,0,0,0,0,0,0.0000679981,0.000665747,101.7256969,35.4409962,46.08574382,30.44912989
0010M00001SJ1GmQAL,0010M00001SJ1GmQAL,0010M00001SJ1GmQAL,Arnage Motors,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ1dmQAD,0010M00001SJ1dmQAD,0010M00001SJ1dmQAD,SHIN-MIRAI INC.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ1r0QAD,aBR3y000000cFg6GAE,aBR3y00000112UwGAI,OpenSpace,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ1tkQAD,0010M00001SJ1tkQAD,0010M00001SJ1tkQAD,Aluminco,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ2AqQAL,aBR3y0000004jH6GAI,aBRed000000CktVGAS,Ava Software Private Limited,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ2GjQAL,0010M00001SJ2GjQAL,0010M00001SJ2GjQAL,Stable Asset Management,DataCloud,0.0000012353,0,0,0,0,0,0,0,0,0.0000001123,0.0000003369,0.0000003369,0.0000004492
0010M00001SJ2R3QAL,aBR3y00000055KyGAI,aBR3y0000011192GAA,"FUKUTOKU ESTATE Co., Ltd.",DataCloud,0.0749178717,0,0,0,0,0,0,0,0,0.0000000908,0.0077439432,0.0111962023,0.0559776354
0010M00001SJ2mGQAT,aBR3y000000542BGAQ,aBR3y000000xlv7GAA,"SUGo Co,Ltd.",DataCloud,1.956893279,0,0,0,0,0,2.111968538,-1.86625548,0.0005372596,0.0009652838,1.141951148,0.5635707591,0.0041557709
0010M00001SJ2qcQAD,aBR30000000XaawGAC,aBR300000004VDUGA2,47 quai,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ3CEQA1,aBRed000000rrvrGAA,aBRed000000H1sbGAC,CommerceOne Bank,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ3KSQA1,0010M00001SJ3KSQA1,0010M00001SJ3KSQA1,biBerk Insurance Services Inc.,Agentforce,6090,0,0,0,0,0,0,0,22,22,6046,0,0
0010M00001SJ3KSQA1,0010M00001SJ3KSQA1,0010M00001SJ3KSQA1,biBerk Insurance Services Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ3T5QAL,0010M00001SJ3T5QAL,0010M00001SJ3T5QAL,European Tour Operators Association Ltd,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ3YKQA1,aBR3y0000004uZ2GAI,aBR3y000000yEtdGAE,N28 Technologies,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ3ijQAD,aBR3y00000057yWGAQ,aBR3y000000yZDQGA2,MIRAI Marketing Inc.,DataCloud,0.001525979,0,0,0,0,0,0,0.0000173911,0.0000002178,0.0015074259,0.0000003086,0.0000002724,0.0000003632
0010M00001SJ3pVQAT,aBR3y0000004phPGAQ,aBR3y00000113GsGAI,Skydio,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ3pVQAT,aBR3y0000004phPGAQ,aBR3y00000113GsGAI,Skydio,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ3qdQAD,0010M00001SJ3qdQAD,aBR3y00000112qIGAQ,ScriptDrop,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ3rlQAD,aBR0M0000004i88WAA,aBR3y00000110i7GAA,Concordia Theological Seminary_Ed Cloud Org,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ3rlQAD,aBR0M0000004i88WAA,aBR3y00000110i7GAA,Concordia Theological Seminary_Ed Cloud Org,DataCloud,1897.212083,0,0,0,0,0,0,897.2120827,0,0,0,1000,0
0010M00001SJ46RQAT,aBR3y0000000BUqGAM,aBR3y0000008e2fGAA,Hero FinCorp Retail,Agentforce,3821.281837,0,0,0,0,0,0,0,0,0,2936.716596,884.5652407,0
0010M00001SJ46RQAT,aBR3y0000000BUqGAM,aBR3y0000008e2fGAA,Hero FinCorp Retail,DataCloud,0.2255363935,0,0,0,0,0,0,0,0,-0.0000086124,0.0189804456,0.100384417,0.1061801433
0010M00001SJ4NcQAL,aBRed000000zIPuGAM,aBR3y00000112R3GAI,The hotels network ES,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ4S8QAL,aBR3y000000CfrgGAC,aBR3y000000yAxeGAE,Secure Passage,Agentforce,1.4,0,0,0,0,0,0,0,0,0,0,2.3,-0.9
0010M00001SJ4S8QAL,aBR3y000000CfrgGAC,aBR3y000000yAxeGAE,Secure Passage,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ4dMQAT,aBR300000004Dj3GAE,aBR300000004W47GAE,ResMed (Oxyensure),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ4oEQAT,0010M00001SJ4oEQAT,0010M00001SJ4oEQAT,NAECO - NORTPALET FABRICA SL,Agentforce,612.866688,0,0,0,0,0,0,0,0,205.7481024,306.433344,61.2866688,39.3985728
0010M00001SJ4oEQAT,0010M00001SJ4oEQAT,0010M00001SJ4oEQAT,NAECO - NORTPALET FABRICA SL,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ4x1QAD,0010M00001SJ4x1QAD,aBR3y00000110TEGAY,"every, Inc.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ4x1QAD,0010M00001SJ4x1QAD,aBR3y00000110TEGAY,"every, Inc.",DataCloud,0.6199463922,0,0,0,0,0,0,0.0000184018,0.0000002904,0.0007929853,0.000000236,0.0000002724,0.6191342063
0010M00001SJ539QAD,0010M00001SJ539QAD,0010M00001SJ539QAD,SICO BSC,Agentforce,3.6,0,0,0,0,0,0,0,0,0,0,0.24,3.36
0010M00001SJ539QAD,0010M00001SJ539QAD,0010M00001SJ539QAD,SICO BSC,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ6d3QAD,aBR30000000XkLaGAK,aBR3y0000010xm3GAA,Edrington Distillers Limited,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ6eLQAT,0010M00001SJ6eLQAT,0010M00001SJ6eLQAT,Hitoiki inc.,DataCloud,1.007017615,0,0,0,0,0,0,0,0,0.0607913701,0.9421764549,0.0040497898,0
0010M00001SJ7CSQA1,aBR3y0000000Bp5GAE,aBR0M0000004hmiWAA,Kohler India Corporation Private Limited,DataCloud,340.6406194,0,0,0,0,0,0,0,0,0,0,0.359378568,340.2812408
0010M00001SJ7MIQA1,0010M00001SJ7MIQA1,aBRed000000vYLRGA2,CANY,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ7pzQAD,aBR3y000000HRoxGAG,aBR3y000000HUPqGAO,Sydney Trains,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ8D8QAL,0010M00001SJ8D8QAL,0010M00001SJ8D8QAL,Santis Global,DataCloud,0.000747613,0,0,0,0,0,0,0,0,0.000746437,0.0000003528,0.0000003528,0.0000004704
0010M00001SJ8IhQAL,0010M00001SJ8IhQAL,aBRed000000vf2TGAQ,NIGHTOWL CORPORATE PTY LTD,Agentforce,4562.701723,0,0,0,0,0,0,0,225.9667187,936.5825949,979.9499449,1428.840059,991.3624055
0010M00001SJ8IhQAL,0010M00001SJ8IhQAL,aBRed000000vf2TGAQ,NIGHTOWL CORPORATE PTY LTD,DataCloud,89043.56837,0,0,0,0,0,0,0,2530.621184,9034.360404,45759.92043,17872.03099,13846.63536
0010M00001SJ8PiQAL,aBR3y000000HJL9GAO,aBRed000000vK2zGAE,Syslink Xandria Limited (Avantra),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ8dpQAD,aBR3y000000Cl1GGAS,aBR3y000000wu1NGAQ,Eleva Group Iberica S.L.U,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ8nMQAT,aBRed000000EMAVGA4,aBRed000000CZeqGAG,Students For Good,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ8spQAD,aBRed000000B5dtGAC,aBR300000004V61GAE,ITG Brands,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ8spQAD,aBRed000000B5dtGAC,aBR300000004V61GAE,ITG Brands,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ8wNQAT,aBR3y000000gFr0GAE,aBR3y000000g6uhGAA,"Gift Pad Co.,Ltd.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ8wNQAT,aBR3y000000gFr0GAE,aBR3y000000g6uhGAA,"Gift Pad Co.,Ltd.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ94gQAD,aBR300000004HTGGA2,aBR3y000000LE4TGAW,Melitta Single Portions GmbH & Co. KG,DataCloud,0.2895036398,0,0,0,0,0,0,0.2193517602,0.0701518796,0,0,0,0
0010M00001SJ9AyQAL,aBR3y0000004pORGAY,aBR3y000000g5YpGAI,"Dave & Buster's Entertainment, Inc.*",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ9AyQAL,aBR3y0000004pORGAY,aBR3y000000g5YpGAI,"Dave & Buster's Entertainment, Inc.*",DataCloud,0.4219687441,0,0,0,0,0,0,0,0,0.0000097691,0.0000162007,0.0000087849,0.4219339894
0010M00001SJ9p3QAD,aBR300000004DvPGAU,aBR300000004VMtGAM,SouthStar Energy Services LLC,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJ9y5QAD,0010M00001SJ9y5QAD,aBRed000000DK5lGAG,"KIYO LEARNING CO.,LTD.",DataCloud,1.04801403,0,0,0,0,0,0,0,0,0,1.04801403,0,0
0010M00001SJA5pQAH,aBR3y000000H6q6GAC,aBR3y00000110UEGAY,Pipeline Packaging,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJAeVQAX,aBRed0000016dfdGAA,aBRed000001GLuUGAW,Coursedog,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJAeVQAX,aBRed0000016dfdGAA,aBRed000001GLuUGAW,Coursedog,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJAihQAH,aBR30000000L6CjGAK,aBR3y00000111VaGAI,K&N System Integrations Corporation,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJAsIQAX,0010M00001SJAsIQAX,0010M00001SJAsIQAX,Healthcode Ltd,DataCloud,5.487850339,0,0,0,0,0,0,0,0.0000003766,0.0003849257,4.652247608,0.8334118659,0.0018055625
0010M00001SJAuTQAX,aBR300000004H5AGAU,aBR3y00000112KMGAY,CheMondis GmbH,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJBQFQA5,aBR300000008ROHGA2,aBR3y000001109pGAA,Edenred SE (HANA),DataCloud,0.0011190061,0,0,0,0,0,0,0.0002038637,0.0002530453,0.0002133259,0.0002043105,0.0001351443,0.0001093164
0010M00001SJBaAQAX,aBR300000004Q1WGAU,aBR3y0000008bcpGAA,"Barracuda Networks, Inc.",Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJBaAQAX,aBR300000004Q1WGAU,aBR3y0000008bcpGAA,"Barracuda Networks, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJBgXQAX,0010M00001SJBgXQAX,0010M00001SJBgXQAX,City Finance Australia Pty Ltd,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJCCiQAP,aBR3y000000Ch2BGAS,aBR3y000000yDXyGAM,"Alluvion Communications, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJCZSQA5,0010M00001SJCZSQA5,0010M00001SJCZSQA5,"InGensa, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJCs5QAH,0010M00001SJCs5QAH,aBR3y00000111z4GAA,RedBrain,DataCloud,3.405984633,0,0,0,0,0,0,0.0163085768,0.093216891,1.182553018,0.7848274838,0.4640702026,0.865008461
0010M00001SJDAsQAP,aBR30000000XnmPGAS,aBR3y0000010xoiGAA,AUCHAN RETAIL INTERNATIONAL - SELA - Org Pologne,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJDB2QAP,aBR30000000XnmPGAS,aBR3y0000010xoiGAA,AUCHAN RETAIL INTERNATIONAL - SELA - Org Roumanie,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJDB7QAP,aBR30000000XnmPGAS,aBR3y0000010xoiGAA,AUCHAN RETAIL INTERNATIONAL - SELA - Org Hongrie,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJDBCQA5,aBR30000000XnmPGAS,aBR3y0000010xoiGAA,AUCHAN RETAIL INTERNATIONAL - SELA - Org Ukraine,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJDElQAP,aBRed0000004zeTGAQ,aBRed0000000sLNGAY,Sapphire Retail Limited,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJDIIQA5,aBR3y0000004rBTGAY,aBR3y000000yW4jGAE,Brite Systems,DataCloud,26.71250523,0,0,0,0,0,0,15.27199598,2.943906342,4.729186276,3.767416635,0,0
0010M00001SJDPEQA5,0010M00001SJDPEQA5,0010M00001SJDPEQA5,Accent Credit Union,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJDZlQAP,aBR3y000000HBpkGAG,aBR3y000000LFGDGA4,Truma Group Holding GmbH & Co. KG,DataCloud,2.321831397,0,0,0,0,0,0,0,0,0,1.403847543,0.91484978,0.0031340739
0010M00001SJDl8QAH,0010M00001SJDl8QAH,0010M00001SJDl8QAH,Top Shelf Distillers,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJDrpQAH,0010M00001SJDrpQAH,0010M00001SJDrpQAH,RefugeeForce,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJEHEQA5,0010M00001SJEHEQA5,0010M00001SJEHEQA5,Oxford Advisory Group,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJEdAQAX,aBRed000000ruQlGAI,aBRed000000s1qQGAQ,TMX Transform,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJEl5QAH,aBRed000000z9pZGAQ,aBRed000000zPuPGAU,GLOBAL INTERACTIVE  MARKETING ONLINE,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJErqQAH,aBR3y000000g14xGAA,aBR3y00000110g6GAA,Fetch Package,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJEs5QAH,0010M00001SJEs5QAH,0010M00001SJEs5QAH,Aligned Management Services,DataCloud,8.623769405,0,0,0,0,0,0,0,8.603076593,0.0041992295,0.0041298476,0.0044415831,0.0079221524
0010M00001SJF3NQAX,aBR3y0000004o0WGAQ,aBR0M0000004hHaWAI,Impact Partnership (New Org),Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJF3NQAX,aBR3y0000004o0WGAQ,aBR0M0000004hHaWAI,Impact Partnership (New Org),DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJFMrQAP,aBR0M000000Gpc8WAC,aBR0M0000004h1YWAQ,Miroglio Fashion Srl,DataCloud,0.0022716557,0,0,0,0,0,0,0.0003138753,0.0004014276,0.0007457273,0.0003668443,0.0002249002,0.000218881
0010M00001SJGHgQAP,aBR3y000000TVltGAG,aBR0M000000CcLTWA0,Southbridge Chile,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJGHgQAP,aBR3y000000TVltGAG,aBR0M000000CcLTWA0,Southbridge Chile,DataCloud,0.1238492175,0,0,0,0,0,0,0,0,0,0.0000004717,0.0025932725,0.1212554733
0010M00001SJGuJQAX,0010M00001SJGuJQAX,0010M00001SJGuJQAX,The Southern Group,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJH0vQAH,aBRed000000A6SPGA0,aBRed00000056rCGAQ,Approve Shield,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJHDkQAP,0010M00001SJHDkQAP,aBR3y0000011Eh2GAE,"Sound Off, Inc.",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJHGeQAP,0010M00001SJHGeQAP,0010M00001SJHGeQAP,SafelyYou,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJHfAQAX,aBR3y00000051sJGAQ,aBR3y000000yXw5GAE,Hurray3 Inc.,Agentforce,127.748688,0,0,0,0,0,0,0,0,0,76.002384,38.809728,12.936576
0010M00001SJHfAQAX,aBR3y00000051sJGAQ,aBR3y000000yXw5GAE,Hurray3 Inc.,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJHwaQAH,0010M00001SJHwaQAH,0010M00001SJHwaQAH,Kab S.m.b.a,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJI0hQAH,aBR30000000XhRvGAK,aBR3y000000yMg1GAE,Borg Automotive A/S,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJI3CQAX,aBR3y000000HDKHGA4,aBR3y000000cAglGAE,Puzzel AS,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJI9tQAH,0010M00001SJI9tQAH,aBR3y000000yZLcGAM,SG Armaturen AS,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJIDCQA5,aBR3y000000HDFGGA4,aBR3y00000110DbGAI,Fastems Group,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJIDCQA5,aBR3y000000HDFGGA4,aBR3y00000110DbGAI,Fastems Group,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJIF8QAP,aBR3y000000HJpuGAG,aBR3y000000c9csGAA,Cyncly - Compusoft Norge AS,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJIF8QAP,aBR3y000000HJpuGAG,aBR3y000000c9csGAA,Cyncly - Compusoft Norge AS,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJIGGQA5,aBR3y000000TQPKGA4,0010M00001SJIGGQA5,ProAgria Keskusten Liitto Ry,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJITFQA5,0010M00001SJITFQA5,0010M00001SJITFQA5,American Board of Ophthalmology,Agentforce,482,0,0,0,0,0,0,0,0,0,0,104,378
0010M00001SJITFQA5,0010M00001SJITFQA5,0010M00001SJITFQA5,American Board of Ophthalmology,DataCloud,38.36497193,0,0,0,0,0,0,0,-0.3845131668,0.0011312301,0.7926732755,15.77831068,22.17736991
0010M00001SJIUDQA5,aBR3y000000TRRMGA4,aBR3y00000111zAGAQ,Redesign Health,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJIYAQA5,aBR3y000000H7VuGAK,aBRed000000H20fGAC,MedVet,DataCloud,0.0000005392,0,0,0,0,0,0,0,0,0,0,0.0000001348,0.0000004044
0010M00001SJJ5XQAX,0010M00001SJJ5XQAX,aBRed000000vMtlGAE,Lookfamed GmbH,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJJK8QAP,0010M00001SJJK8QAP,0010M00001SJJK8QAP,Madinet Masr for housing & development,DataCloud,0.0000128,0,0,0,0,0,0,0,0,0,0,0,0.0000128
0010M00001SJJQBQA5,0010M00001SJJQBQA5,0010M00001SJJQBQA5,Bristol Adventures,DataCloud,0.0003275703,0,0,0,0,0,0,0,0,0,0,0,0.0003275703
0010M00001SJJnFQAX,aBR3y000000PDuUGAW,aBR3y0000008fNyGAI,Webconnex,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJJz6QAH,aBR3y000000bu5SGAQ,aBR3y000000yb3HGAQ,"Seitel, Inc (2nd org)",DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJK2KQAX,aBR30000000L6BJGA0,aBR300000004UVWGA2,FUJITSU LIMITED,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJK2KQAX,aBR30000000L6BJGA0,aBR300000004UVWGA2,FUJITSU LIMITED,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJK7UQAX,aBR3y00000055TWGAY,aBR3y000000x5UaGAI,LY Corporation (CS),Agentforce,5814.251059,0,0,0,0,0,0,0,0,0,0,3291.644109,2522.60695
0010M00001SJK7UQAX,aBR3y00000055TWGAY,aBR3y000000x5UaGAI,LY Corporation (CS),DataCloud,734.7306893,0,0,0,0,0,0.022938146,0.2770932507,12.99264319,44.14637849,140.4997632,244.985089,291.806784
0010M00001SJK8DQAX,aBRed000001DmHZGA0,aBRed000001DiInGAK,Foxtel Management Pty Limited,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJK8DQAX,aBRed000001DmHZGA0,aBRed000001DiInGAK,Foxtel Management Pty Limited,DataCloud,73.37370722,0,0,0,0,0,0,0,0.4567841033,55.0943659,2.21280525,15.60975197,0
0010M00001SJKQMQA5,aBRed000000xNtVGAU,aBR3y00000111eiGAA,Rayburn Tours Limited,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJL13QAH,0010M00001SJL13QAH,0010M00001SJL13QAH,Grameena Abhirruddi Mathu Adhyana Kendra Trust,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJLc4QAH,aBR300000004aVEGAY,aBR3y000000yZyhGAE,Origin Energy Services Ltd,DataCloud,0.000001063,0,0,0,0,0,0,0,0,0,0.0000003189,0.0000003189,0.0000004252
0010M00001SJLpwQAH,0010M00001SJLpwQAH,0010M00001SJLpwQAH,Una Buro - ISV Edition,Agentforce,0,0,0,0,0,0,0,0,0,0,0,0,0
0010M00001SJLpwQAH,0010M00001SJLpwQAH,0010M00001SJLpwQAH,Una Buro - ISV Edition,DataCloud,0,0,0,0,0,0,0,0,0,0,0,0,0
