ACCT_ID_18,ACCT_NM,COMBO_COMPANY_ID_18,CY_AFDC_AOV,CY_DC_AOV,CY_DC_C360_AOV,CY_DC_MKT_AOV,CY_DC_C360_AO_AOV,CY_DC_MKT_AO_AOV,CY_DC_CDP_AOV,Legacy CDP
0013000000RYiCLAA1,LastPass US LP,0013000000RYiCLAA1,210744,210744,0,0,0,0,0,Legacy CDP
0013000001MrsmKAAR,COCA-COLA ICECEK A.Ş.,aBR300000008QWgGAM,94730.8482,94730.8482,0,55130.8482,0,39600,0,Other
0013000000M1bISAAZ,Minnesota Department of Human Services,aBR0M000000CcbwWAC,24150,24150,21562.5,2587.5,0,0,0,Other
00130000001FNt5AAG,Halfords Limited,aBR300000004FyRGAU,1282970.426,1282970.426,1282970.426,0,0,0,0,Other
0013000000NSqixAAD,Israel Postal Company,aBRed000000B3nNGAS,81356,81356,0,79316,0,2040,0,Other
0013000000NSupcAAD,"Grupo Empresarial SJ, S.A de C.V  RFC: GES021031BL9",0013000000NSupcAAD,118375.8546,105660,0,0,0,0,105660,Legacy CDP
0013000000ZirbrAAB,With Intelligence Limited,aBR0M00000007iNWAQ,9955.0183,9955.0183,0,9955.0183,0,0,0,Other
0010M00001WkgQmQAJ,"Pool People Aquatic, Fitness & Spa Group",0010M00001WkgQmQAJ,3159.3436,3159.3436,0,3159.3436,0,0,0,Other
0013000000Zm765AAB,Lake-Sumter State College,0013000000Zm765AAB,21271.8936,7614.3706,7338.3706,0,276,0,0,Other
0013y00001c6ydNAAQ,Small Business Development Corporation WA,0013y00001c6ydNAAQ,3551.4873,3551.4873,0,3310.2602,0,241.2271,0,Other
00130000016jZgPAAU,"Uber Technologies, Inc.",aBR0M000000GnjkWAC,1729543.761,1613579.56,1611256.59,0,2322.9706,0,0,Other
0010M00001QnfnuQAB,IDEE PER VIAGGIARE SRL,0010M00001QnfnuQAB,53428.288,43202.607,0,43202.607,0,0,0,Other
0013y00001cgSydAAE,McAfee LLc - New Service Org,aBR3y000000TRTeGAO,328236,103236,67500,0,35736,0,0,Other
0013000001GUaxBAAT,FRATELLI GIACOMEL S.P.A.,0013000001GUaxBAAT,71950.8713,45703.134,0,45703.134,0,0,0,Other
0013000001LW69gAAD,MOVENTO (GRUPO MOVENTIA),aBR0M000000GoGKWA0,93189.541,93189.541,0,78165.5519,0,15023.9891,0,Other
0013y00001crRe1AAE,Canadian Imperial Bank of Commerce,aBR3y000000PDzyGAG,54000,54000,0,0,0,0,54000,Legacy CDP
0013000000NT56bAAD,Optima Italia SpA,aBR3y000000HJgSGAW,43207.1015,43207.1015,0,43207.1015,0,0,0,Other
0013y00001gmjd4AAA,Kanagawa Prefectural Government,aBR0M000000H64KWAS,18041.1333,17868.6456,17464.3776,404.268,0,0,0,Other
0013000000ZmcvUAAR,GPTW Deutschland GmbH,aBR3y000000CkTPGA0,1915.2083,1915.2083,1149.125,766.0833,0,0,0,Other
0013000000IktqxAAB,SimCorp,aBR3y000000ygDjGAI,14952.3057,14952.3057,14952.3057,0,0,0,0,Other
0010M00001QkgFmQAJ,Volkswagen Software Asset Management GmbH,aBR300000004H4VGAU,7608809.642,6640105.849,0,5214279.537,0,1425826.313,0,Other
0013000000B22tRAAR,Watchfire Signs,aBR3y000000H8GOGA0,39006,27006,27006,0,0,0,0,Other
0010M00001NYdB7QAL,TMS,aBR3y000000LIahGAG,21246.5572,21246.5572,21246.5572,0,0,0,0,Other
0013y00001ev9Z6AAI,"Jamf Software, LLC",aBR0M000000GnggWAC,224202.72,224202.72,0,0,0,0,0,Legacy CDP
0013y00001e63EYAAY,Boligportal.dk 2nd org,aBR30000000XhcKGAS,64495.3179,64495.3179,0,57267.6497,0,7227.6682,0,Other
0013y00001ch0A4AAI,ACE CONSULTING,0013y00001ch0A4AAI,7656.6382,7656.6382,7656.6382,0,0,0,0,Other
00130000000lDRJAA2,"Sinclair Broadcast Group, LLC",aBR300000004Du6GAE,281880,281880,0,280008,0,1872,0,Other
00130000002xdVyAAI,"Flexjet, LLC*",aBR300000004P28GAE,181181.2227,181181.2227,151961.2227,0,1380,27840,0,Other
001ed00000QHQ5cAAH,Spoticar,aBR3y0000004lwbGAA,984.9643,492.4821,492.4821,0,0,0,0,Other
0013000001MjUavAAF,"Home Franchise Concepts, Inc.",aBR300000004DzpGAE,10870.195,375.9452,375.9452,0,0,0,0,Other
0010M00001WY7QXQA1,Simplicity Group Holdings,aBR3y000000CodxGAC,19999.92,19999.92,19999.92,0,0,0,0,Other
0013000000Lzj4HAAR,"Radio Flyer, Inc.",0013000000Lzj4HAAR,54000,54000,0,54000,0,0,0,Other
0013000001GWkLCAA1,CAOA MONTADORA DE VEICULOS LTDA,aBR3y000000HFCZGA4,168153.0506,101575.9529,0,87887.0046,0,13688.9483,0,Other
0013y00001fEouyAAC,Alnylam Data Cloud Org,aBR0M000000LD39WAG,81569.6452,81569.6452,0,81569.6452,0,0,0,Other
0013000001NXTkcAAH,Zips Car Wash,aBR3y000000HLi8GAG,82484.1753,82484.1753,0,52484.1753,0,30000,0,Other
0013000000JgmSXAAZ,Tata AIG General Insurance Company Limited,aBR3y000000HSAKGA4,14818.962,14818.962,14818.962,0,0,0,0,Other
00100000000weUDAAY,Philadelphia Insurance Companies,aBR300000004EpDGAU,6276,6276,6276,0,0,0,0,Other
0013000000NT3aQAAT,Dental Corporation Pty Ltd,aBR300000004CJVGA2,262183.7743,262183.7743,0,262183.7743,0,0,0,Other
0013000001CAoabAAD,"Cox Corporate Services, Inc.",aBR300000004DuFGAU,1498813.266,673997.7393,420488.2167,114942.4651,78591.7037,59975.3538,0,Other
0010M00001QaQi2QAF,Embracon Administradora de Consórcio Ltda,aBR0M000000LAT7WAO,15545.2963,2355.3479,2355.3479,0,0,0,0,Other
0010M00001WkfNSQAZ,"Place Exchange, Inc",aBR0M000000CdXfWAK,54999.9996,54999.9996,0,54999.9996,0,0,0,Other
0013000000ZkndxAAB,ST Shared Services LLC,aBR0M000000Gn9zWAC,68200,43200,43200,0,0,0,0,Other
0013y00001cwCrVAAU,Heathrow Airport Ltd - CDP Test Environment,aBR30000000Xkg6GAC,99026.2354,99026.2354,0,80164.0953,0,18862.1401,0,Other
0013y00001fSpvFAAS,SERVICIOS LIVERPOOL S.A. DE C.V.,aBR30000000XojRGAS,633897,422697,0,408825,0,13872,0,Other
00130000008eaMoAAI,Ferrer Internacional,aBR300000004NJgGAM,48303.3798,44363.5225,0,43575.5511,0,787.9714,0,Other
0010M00001Qo0UiQAJ,"Culture AIP, Inc.",0010M00001Qo0UiQAJ,29028,29028,29028,0,0,0,0,Other
0010M00001PEnpJQAT,NS Solutions Corporation,aBR30000000L6CwGAK,10329.8559,627.4239,404.268,0,223.1559,0,0,Other
0013000000J7r0wAAB,Brenthaven,0013000000J7r0wAAB,18900,5400,5400,0,0,0,0,Other
00130000004FlW0AAK,Princess Auto Ltd,aBR3y0000004lDMGAY,173134.5327,173134.5327,0,171293.9777,0,1840.555,0,Other
0010M00001SIYcSQAX,Wolters Kluwer Global Business Services B.V.,aBR300000004LryGAE,147060,147060,0,0,0,0,0,Legacy CDP
0010M00001QaD4SQAV,FSTechnology S.p.A. - ORG Ferrovie del Sud Est e Servizi Automobilistici,aBR0M000000GpL9WAK,45965.0016,45965.0016,0,45965.0016,0,0,0,Other
0013000000rnlelAAA,Sivantos GmbH,aBR3y000000wqevGAA,20866.5663,10993.9759,10993.9759,0,0,0,0,Other
0013000000rojaGAAQ,Sysco Corporation,aBR300000004ECzGAM,995851.1026,690287.5026,0,608687.5026,0,81600,0,Other
0013y00001fEbIWAA0,Macquarie University Education Cloud,aBRed000000AgVqGAK,193112.5736,193112.5736,0,132278.5622,0,60834.0114,0,Other
0010M00001WI0bTQAT,SNCF Voyageurs - Sub OUIGO,aBR300000004I2sGAE,383.0417,383.0417,383.0417,0,0,0,0,Other
00130000009jTlnAAE,Air Canada ( B2B),aBR3y000000H6EOGA0,148702,148702,148702,0,0,0,0,Other
0013000001L6gvjAAB,LUMIELINA Inc.,0013000001L6gvjAAB,5443.1587,5443.1587,0,5443.1587,0,0,0,Other
0010M00001V48M1QAJ,Mazda New Zealand,0010M00001V48M1QAJ,5330.5465,5330.5465,0,5330.5465,0,0,0,Other
0013y00001d1lthAAA,"Ashop Co.,Ltd.",0013y00001d1lthAAA,69746.6666,69746.6666,0,69386.6666,0,360,0,Other
00100000001XyyoAAC,"Iteris, Inc.",aBR30000000XmoeGAC,101929.5999,101929.5999,0,101929.5999,0,0,0,Other
0010M00001S9DYJQA3,Cardiff,aBR3y000000yfufGAA,10595.6388,6476,6476,0,0,0,0,Other
0013y00001ey9oJAAQ,"InterWell Health Partners, Inc.",aBR3y000000HLdnGAG,10993.8,10993.8,0,10993.8,0,0,0,Other
0010M00001YtyKhQAJ,milestone A/S,aBR3y000000HDCSGA4,163550.04,163550.04,0,0,0,0,0,Legacy CDP
0013000001GF5WOAA1,Consolidated Electrical Distributors,aBR300000004FmoGAE,231076.317,231076.317,0,193876.317,0,37200,0,Other
00130000002xS3zAAE,QUEENSLAND UNIVERSITY OF TECHNOLOGY,aBRed000000AquzGAC,60338.3749,60338.3749,0,60338.3749,0,0,0,Other
0010M00001UV7mqQAD,MUSEE DE LA CIVILISATION,aBRed0000004yIaGAI,52406.5302,52406.5302,0,50935.3133,0,1471.2169,0,Other
0013000001EZKK1AAP,Safe Transport Victoria,aBRed000000743hGAA,86686.4384,86686.4384,52406.473,5322.976,28956.9894,0,0,Other
00130000002xXVWAA2,Berklee College of Music,aBR0M0000004i7iWAA,199.8904,99.9452,99.9452,0,0,0,0,Other
0010M00001QnmuTQAR,Everlife GmbH,0010M00001QnmuTQAR,2363.9143,2363.9143,0,0,0,2363.9143,0,Other
0013000001GjDHpAAN,HYUNDAI AUTOEVER CORPORATION.,aBR3y0000008X7xGAE,513166.7889,513166.7889,0,471872.6609,0,41294.128,0,Other
0013y00001c6wHPAAY,Royal Bank of Canada (WMI),aBR3y000000brmvGAA,1552,1552,1552,0,0,0,0,Other
001ed00000s9YxvAAE,Woolworths New Zealand Limited (DC),aBR3y000000CmXLGA0,2152.8481,2152.8481,0,2152.8481,0,0,0,Other
0013y00001cQAOLAA4,"Life Produce CO.,Ltd.",0013y00001cQAOLAA4,42125.0491,42125.0491,0,42125.0491,0,0,0,Other
0010M00001Xxkt3QAB,Ambit Finvest Private Limited,aBR3y000000HRYGGA4,37779.8103,37779.8103,0,35941.1033,0,1838.707,0,Other
001ed00000MTauiAAD,BIGLOBE Inc.,aBR30000000L6BkGAK,1131.9504,1131.9504,1131.9504,0,0,0,0,Other
0013y00001buCgPAAU,PROPAC SRL,0013y00001buCgPAAU,547.2024,547.2024,0,547.2024,0,0,0,Other
0013000000GqGTIAA3,Formue AS,aBR30000000XiS0GAK,209876.7399,112465.6998,112465.6998,0,0,0,0,Other
0013000000ZlSeyAAF,John Brooks Company Limited,aBR3y0000004l1SGAQ,880.6686,800.7124,0,524.7124,0,276,0,Other
0010M00001XyHzMQAV,Mars R&D Quality,aBR300000004DC6GAM,37419.12,1320.12,1320.12,0,0,0,0,Other
00130000002xdmxAAA,CFA Institute HQ,aBR3y0000004r9LGAQ,183676,164776,164776,0,0,0,0,Other
001300000016P5VAAU,"Medidata Solutions, Inc.",aBR300000004F78GAE,237288,237288,0,0,0,0,0,Legacy CDP
0013000000IUP7HAAX,Avis Budget Group Australia,aBR300000004S2mGAE,40191.0035,38771.5433,38771.5433,0,0,0,0,Other
0010M00001SmtzpQAB,"Hanasaku Life Insurance Co., Ltd.",aBR30000000L6CrGAK,186003.7069,186003.7069,0,149668.099,0,36335.6079,0,Other
0013000000LiPF8AAN,"NARUMIYA INTERNATIONAL CO.,LTD.",0013000000LiPF8AAN,11027.3799,11027.3799,0,11027.3799,0,0,0,Other
001ed00000CVAXJAA5,GD Services Srl org2,001ed00000CVAXJAA5,55376.8829,53625.8352,0,53625.8352,0,0,0,Other
0013y00001f92XOAAY,MEDIFARMA S.A. ISV,aBR3y000000HE8pGAG,333.0292,166.5146,166.5146,0,0,0,0,Other
0013000000K9MaiAAF,Etihad Airways PJSC,aBR3y000000h48lGAA,53000,53000,53000,0,0,0,0,Other
0013000000ZjBPhAAN,Laboratorios Andromaco S A I C I,0013000000ZjBPhAAN,3087.68,587.68,587.68,0,0,0,0,Other
0013000001CCB8LAAX,Peninsula Jewish Community Center,0013000001CCB8LAAX,4500,4500,4500,0,0,0,0,Other
0010M00001ULtiCQAT,House of Covebo B.V.,aBR3y000000HAZDGA4,63016.5313,63016.5313,63016.5313,0,0,0,0,Other
001ed00000Qk8IBAAZ,Recovery Centers of America (Health Cloud),aBR3y000000H7oMGAS,75485.8577,75485.8577,75485.8577,0,0,0,0,Other
0013000000ZkEsUAAV,DH Life Sciences LLC,aBR300000004FpbGAE,415644.3545,415644.3545,0,253644.3545,162000,0,0,Other
0013y00001dxz8lAAA,UNIVEREXPORT DOO,0013y00001dxz8lAAA,30369.7332,30369.7332,0,30369.7332,0,0,0,Other
0013000001CBpybAAD,The Northern Trust Company**,aBR300000004EbNGAU,460466.6667,453800,423800,0,30000,0,0,Other
0013000001GUvvMAAT,Lalux Group SA,aBR30000000XiQ4GAK,5909.7859,5909.7859,5909.7859,0,0,0,0,Other
0013000000DUkxWAAT,"KOBELCO RESEARCH INSTITUTE, INC.",aBR30000000L6XUGA0,38809.728,38809.728,38809.728,0,0,0,0,Other
0010M00001VMcKcQAL,LARTISIEN SARL,aBR3y0000004luKGAQ,9732.0864,9479.4798,6027.9816,916.8566,0,2534.6416,0,Other
0013000000JZaL7AAL,Moreys Piers and Hospitality,aBR3y000000H7TzGAK,36000,36000,0,36000,0,0,0,Other
0010M00001SJRwoQAH,Akin Gump Strauss Hauer & Feld LLP,aBR3y000000ye2sGAA,130146.3711,107922.5807,101022.5807,0,6900,0,0,Other
0013000000hMQBkAAO,Forester Life Limited,aBR3y0000000KmnGAE,418.8744,418.8744,129.655,0,289.2194,0,0,Other
0010M00001WkwU2QAJ,"Zeta Charter Schools, Inc.",0010M00001WkwU2QAJ,7493.1569,7493.1569,6660.5839,832.573,0,0,0,Other
0010M00001U3umxQAB,Balanco Accounting,0010M00001U3umxQAB,20103.1897,15729.5646,13667.5782,1457.875,604.1114,0,0,Other
0013y00001g5On4AAE,Proquire LLC,aBR300000004Fk5GAE,96002,32002,1902,100,30000,0,0,Other
0010M00001SprATQAZ,BANCOMAT SPA,0010M00001SprATQAZ,18747.1542,18747.1542,0,18747.1542,0,0,0,Other
0013000000ZibC0AAJ,Element 119,0013000000ZibC0AAJ,6500,500,500,0,0,0,0,Other
001ed00000G83yoAAB,AGD Prime Lda,001ed00000G83yoAAB,3742.8644,3742.8644,3742.8644,0,0,0,0,Other
0013000001HhakBAAR,Cabot Credit Management Group Limited,0013000001HhakBAAR,437856.2563,437856.2563,0,318735.5543,0,119120.702,0,Other
0010M00001THHVwQAP,rahm GmbH,aBR3y000000TRbfGAG,37383.9096,37383.9096,0,24513.7091,0,12870.2005,0,Other
00130000002xH6mAAE,Peaksys,aBRed0000004qsxGAA,60494.3197,16718.1277,16416.072,0,302.0557,0,0,Other
0013000000M2ikwAAB,MARLAU NOMINEES PTY. LTD.,aBR3y000000yfOUGAY,23185.5791,23185.5791,15785.4699,5128.9728,0,2271.1364,0,Other
0010M00001ULk74QAD,Flock Freight,aBR3y0000004ploGAA,8604.992,6904.992,0,6904.992,0,0,0,Other
0010M00001YttkdQAB,Graff Diamonds Limited,0010M00001YttkdQAB,36991.0283,9309.2746,891.8701,4393.4813,0,4023.9232,0,Other
0010M00001P05sfQAB,HAWKERS GROUP SL,aBR0M000000GoOtWAK,79408.6293,30205.3478,30205.3478,0,0,0,0,Other
00130000016jdVmAAI,Quanterix Corporation,aBR3y000000bsVnGAI,69774,58947,0,0,0,0,58947,Legacy CDP
001ed000005hI8TAAU,Pfizer - US CDP Data Cloud Org,aBR300000004DLjGAM,1555870.162,1555870.162,0,999722.1219,159668.04,396480,0,Other
0010M00001NYezjQAD,Fjord Line AS,0010M00001NYezjQAD,76908.7167,76908.7167,0,76908.7167,0,0,0,Other
0013000001LVobUAAT,University of Fredericton,0013000001LVobUAAT,25319.0566,23737.1679,13621.1679,0,0,10116,0,Other
0010M00001NYRx7QAH,Consilio LLC,aBR3y000000CoOFGA0,442.5146,442.5146,442.5146,0,0,0,0,Other
0013000001IgKXvAAN,Australian College of the Arts Pty Ltd,aBR3y000000XqlOGAS,15124.2277,15124.2277,0,12796.3128,0,2327.9149,0,Other
001000000002RSOAA2,"American Honda Motor Co., Inc.",aBR300000004DfBGAU,5400,5400,5400,0,0,0,0,Other
0010M00001WY2nMQAT,Assuta Medical Center - Main,aBR3y000000HCKLGA4,55076,8276,8000,0,276,0,0,Other
0013000000Zm7YMAAZ,Excelsior University,aBR0M000000CaekWAC,5439.3628,2625.8993,2625.8993,0,0,0,0,Other
0010M00001QqOY7QAN,ebisol inc.,aBR3y0000000Ok7GAE,28215.8654,27069.7853,27069.7853,0,0,0,0,Other
0013000000IkgphAAB,Priority,aBR3y000000H7lkGAC,60000,60000,60000,0,0,0,0,Other
0013000001GVAmfAAH,Syngenta Crop Protection AG,aBR0M000000bq4WWAQ,72325,43625,0,43625,0,0,0,Other
0013000000NSdQnAAL,Zucarmex S.A. de C.V.,aBR3y000000gFVUGA2,16733.3333,16733.3333,0,14813.3333,0,1920,0,Other
0013000001LY7NsAAL,IDFC FIRST Bank Limited (Asset I),aBR3y0000000BWIGA2,1262979.215,1123680.861,0,0,0,175973.5006,947707.3602,Legacy CDP
0013y00001Z1GTtAAN,GIIR Germany GmbH,aBR3y0000008XgsGAE,116101.0276,116101.0276,0,116101.0276,0,0,0,Other
001ed000003QAQDAA4,Fonterra Ingredients,aBR3000000001wQGAQ,3858.1281,3858.1281,3858.1281,0,0,0,0,Other
0010M00001Z0AmWQAV,Big Lease easy new car LTD,0010M00001Z0AmWQAV,1775,1775,1775,0,0,0,0,Other
0013000000RYUo2AAH,Tata Play Limited,aBR3y000000HSBcGAO,99936.8709,99936.8709,0,93310.4535,0,6626.4174,0,Other
0013000000roqcXAAQ,MicroTransponder,aBRed00000000pqGAA,10566.4462,10566.4462,9366.4462,0,0,1200,0,Other
0013000000rpMSTAA2,"21st Century Equipment, LLC",aBR3y000000LJW9GAO,145200,145200,0,145200,0,0,0,Other
00130000002xIf1AAE,Renova - Fábrica de Papel do Almonda SA,00130000002xIf1AAE,9913.55,9913.55,9913.55,0,0,0,0,Other
0013000001Fio38AAB,AL SRAD LTD.,aBR3y000000HCK8GAO,18240,18240,4875,12375,750,240,0,Other
0013y00001buJZrAAM,Berlin Packaging (Main Account) (2nd Org),aBR3y000000gFbmGAE,17000,13800,13800,0,0,0,0,Other
0010M00001QaAv6QAF,A-Aero,0010M00001QaAv6QAF,2900,2900,2900,0,0,0,0,Other
0013y00001fbfUNAAY,Cognizant Technology Solutions U.S. Corporation,aBR300000004F5eGAE,348175,266175,0,266175,0,0,0,Other
0013000001GUm0dAAD,Maple BidCo GmbH,aBRed0000003GY6GAM,5782.9226,5782.9226,0,0,0,5782.9226,0,Other
0010M00001WOY2UQAX,Experian Credit Information Company of India Private Limited,0010M00001WOY2UQAX,3512.4018,3512.4018,3241.3104,0,271.0914,0,0,Other
0013y00001foe50AAA,Mazda Motor Corporation(C360A2),aBR30000000L6BpGAK,52829.7422,52829.7422,0,52829.7422,0,0,0,Other
001000000000JIzAAM,"Poly - Polycom, Inc.",aBR300000004C9PGAU,142290,142290,0,0,0,0,0,Legacy CDP
0013000000FgRpEAAV,Empresa Editora El Comercio S.A.,aBR0M000000LBVSWA4,134916,134916,134640,0,276,0,0,Other
0010M00001YzwLTQAZ,Powerverse Development Ltd,aBR300000004FsHGAU,289.2194,289.2194,289.2194,0,0,0,0,Other
0013y00001g9mBfAAI,"Terebinth, LLC",aBR3y000000LJFtGAO,4995.438,4995.438,0,4995.438,0,0,0,Other
0013y00001ce1MKAAY,InsurePay,aBR3y000000LHwDGAW,8625,8625,0,8625,0,0,0,Other
0013000000rpONKAA2,Invest Blue PTY LTD,aBR3y000000yh3JGAQ,6703.5287,6703.5287,5000.1764,0,0,1703.3523,0,Other
0010M00001WYOyYQAX,VetPartners AU,aBR3y000000wpr1GAA,96128.401,93216.2367,0,93216.2367,0,0,0,Other
0013000000rpEtXAAU,Groupe Atlantic Synergy,aBR30000000XnrtGAC,771.154,771.154,771.154,0,0,0,0,Other
001000000029xD6AAI,Horizon Healthcare Services Inc. d/b/a Horizon BCBS of New Jersey,aBR300000004FGPGA2,457728.2136,457728.2136,0,365328.2136,0,92400,0,Other
0013000000rr1YNAAY,Team Global Express Pty Ltd,aBRed000000Auk5GAC,4945.4835,3596.7153,3596.7153,0,0,0,0,Other
0013000001GWT62AAH,Sumitomo (SHI) Cyclo Drive Germany GmbH,aBR3y000000TUbkGAG,547.2024,547.2024,547.2024,0,0,0,0,Other
001ed0000039gpVAAQ,VIRBAC SA (EM),aBR300000004HlvGAE,74.7581,74.7581,74.7581,0,0,0,0,Other
0013000000hK1UQAA0,Dr. Schaer Srl,aBR3y000000HFvHGAW,67087.0143,67087.0143,0,65773.7285,0,1313.2858,0,Other
0010M00001QqcJvQAJ,Privalia Brasil S.A.,aBR3y000000wmrgGAA,89489.2779,23669.4336,23669.4336,0,0,0,0,Other
0013000000FK8ieAAD,"BAC LATAM SSC, SOCIEDAD ANONIMA",0013000000FK8ieAAD,98370.04,370,0,370,0,0,0,Other
0013000000994QEAAY,Retelit SpA,aBR3y000000yg5VGAQ,45965.0016,45965.0016,45965.0016,0,0,0,0,Other
0013000000ZkqurAAB,The Gamesmen,0013000000ZkqurAAB,35770.3987,35770.3987,0,35770.3987,0,0,0,Other
0013y00001h7eCPAAY,"The Kyoei Fire and Marine Insurance Company, Limited",aBR0M000000LDneWAG,48512.16,48512.16,48512.16,0,0,0,0,Other
0013y00001evrhdAAA,"Robin Merger Corporation, Inc., d/b/a ISTE+ASCD - ORG 2",aBR0M000000LCUpWAO,382140.1516,218535.3536,218535.3536,0,0,0,0,Other
0013000000hIenmAAC,Copeland LP,aBR300000004DaqGAE,35997.7883,35997.7883,35997.7883,0,0,0,0,Other
0013000000FL7xOAAT,"Marketing Design, inc",aBR3y000000540TGAQ,23528.3976,23528.3976,0,23528.3976,0,0,0,Other
0013000000M2fq1AAB,Zavenir Daubert India Pvt. Ltd.,aBR3y000000HR6oGAG,654.2128,654.2128,654.2128,0,0,0,0,Other
0010M00001Qksl4QAB,wasl LLC,aBR3y000000XrIyGAK,122848.6035,122848.6035,99298.6035,0,18750,4800,0,Other
001ed00000Cvm13AAB,ZS Associates - Life Sciences Updated Demo Org,aBR3y0000004qFKGAY,750,750,0,0,750,0,0,Other
0013y00001bdo5WAAQ,Hair Haus GmbH,aBR3y000000HFPkGAO,820.3541,820.3541,820.3541,0,0,0,0,Other
0013y00001hD8sYAAS,PEPPERSTONE OPERATIONS pty ltd,aBR3y0000011BUXGA2,224993.9154,224993.9154,224993.9154,0,0,0,0,Other
0013y00001d7RsUAAU,Fundación Parentes,0013y00001d7RsUAAU,1882.3762,1882.3762,1882.3762,0,0,0,0,Other
0013y00001eBFg3AAG,AO Foundation,aBR3y0000000NGbGAM,151487.8204,151487.8204,0,151487.8204,0,0,0,Other
0010M00001blzWNQAY,O.E MANAGEMENT COMPANY,aBR300000004HjsGAE,44289.34,44289.34,35458.7155,8830.6245,0,0,0,Other
0013000001LVr5AAAT,Blink Health Group LLC,aBR3y000000H6fJGAS,10800,10800,10800,0,0,0,0,Other
0013000000RXBt3AAH,Herba Chemosan (SANOVA),aBR3y0000000MG5GAM,119.8002,119.8002,119.8002,0,0,0,0,Other
0013000000GJCwtAAH,Suzlon Energy Ltd.,aBR0M00000009NiWAI,7141.6627,5303.9626,5303.9626,0,0,0,0,Other
0013y00001d0datAAA,YELMO FILMS SLU,aBR3y0000000R8qGAE,30748.2235,7984.6036,1640.1093,5740.3829,604.1114,0,0,Other
0013y00001cUVR0AAO,"Indeed, Inc",aBR300000004DJhGAM,613003.6,613003.6,613003.6,0,0,0,0,Other
0013y00001cZoLAAA0,Outdoor Adventure Operations Pty Ltd,aBR3y000000LJXvGAO,41646.9642,41646.9642,0,41646.9642,0,0,0,Other
0013000000robbYAAQ,"ICEX España, Exportación e Inversiones",aBR30000000XjkZGAS,80563.5148,79677.047,79677.047,0,0,0,0,Other
0010M00001SIhKRQA1,YouGov America Inc.,0010M00001SIhKRQA1,33116.6667,11666.6667,11666.6667,0,0,0,0,Other
0010M00001U3qtVQAR,Deutsche Telekom IT GmbH (MA-TSI),aBR300000004H4ZGAU,94504.0432,94504.0432,0,87280.9715,0,7223.0717,0,Other
0010M00001U3xJuQAJ,Corporativo Mexicano del Mercado de Valores SA de CV,aBR0M0000008W36WAE,3982.5,3982.5,0,2062.5,0,1920,0,Other
0013000000rnJw6AAE,Telecomunicaciones de Guatemala S.A.,aBR300000004fjnGAA,266716.5054,264616.5054,43648.2947,220968.2107,0,0,0,Other
00130000001kJnaAAE,"SECOM Trust Systems Co., Ltd.",aBR30000000L6R2GAK,727.6824,727.6824,727.6824,0,0,0,0,Other
001ed00000dhSgvAAE,DHC TAIWAN INC.,001ed00000dhSgvAAE,9775,9775,9775,0,0,0,0,Other
0013000000LiOPXAA3,"Kintetsu Group Holdings Co., Ltd.",aBR0M0000000A2WWAU,1212.804,1212.804,1212.804,0,0,0,0,Other
0013000001FipqHAAR,Idealista S.A.U.,aBR30000000XkTtGAK,60192.2596,60192.2596,0,60192.2596,0,0,0,Other
0013y00001cG3oMAAS,"Link Logistics Real Estate LLC, a Delaware limited liability company",aBR3y000000yfqMGAQ,233740.8038,112352.3482,0,112352.3482,0,0,0,Other
0013000000HjOURAA3,William Adams,aBR300000004S7dGAE,49567.5524,49567.5524,0,49567.5524,0,0,0,Other
0010M00001W7iBeQAJ,Gekko Group,aBR300000004HjsGAE,25249.4744,11794.1624,11794.1624,0,0,0,0,Other
0010M00001QkUEtQAN,EPIMONEY PRIVATE LIMITED,aBR3y000000HQk1GAG,416.3172,416.3172,416.3172,0,0,0,0,Other
0013000001HgJ62AAF,"Wealthsimple Technologies (Alberta) Inc. (""WSTA"")",aBR300000004K3KGAU,59400,59400,59400,0,0,0,0,Other
001ed00000kwIdMAAU,BioMarin Pharmaceutical (LSC),aBR300000004DLnGAM,317490.2583,258134.9179,115709.9179,0,73500,68925,0,Other
0013000001JyaqMAAR,The Nebraska Medical Center,aBR3y000000H87mGAC,157965.7769,157965.7769,0,157965.7769,0,0,0,Other
0013000001NXRX8AAP,CNECT,0013000001NXRX8AAP,8493.0601,8493.0601,6497.231,1443.8291,552,0,0,Other
0013y00001d9O7NAAU,Bangkok Life Assurance Public Company Limited,aBR3y000000wsYUGAY,21933.0292,21933.0292,21600,333.0292,0,0,0,Other
00130000002x9f0AAA,Simplyhealth Group Limited (main),aBR30000000XlUOGA0,271902.9891,104.7897,104.7897,0,0,0,0,Other
0013000001HhU9gAAF,Etteplan Oyj,aBR0M000000TORvWAO,33393.0423,484.29,484.29,0,0,0,0,Other
0010M00001aPsgeQAC,VILLAGE HOME CENTER,0010M00001aPsgeQAC,7382.9973,7382.9973,5537.248,1845.7493,0,0,0,Other
0013y00001ermkYAAQ,University of Kentucky - CoSW,aBR30000000PBHKGA4,152668.4026,92775.3333,83775.3333,0,9000,0,0,Other
0013y00001gLpt4AAC,Latitude Financial Services Australia Holdings Pty Ltd,aBR3y000000sYqMGAU,651741.5285,651741.5285,0,638114.7099,0,13626.8186,0,Other
0013000001JyYr7AAF,"Lutz Roofing Company, Inc.",0013000001JyYr7AAF,500,500,500,0,0,0,0,Other
